ADS,ALV,BAS,BAYN,BEI,BMW,CBK,CONS,DAI,DB1,DBK,DPW,DTE,FME,FRE,HEI,HEN3,IFX,LHA,LIN,LXS,MUV2,RWE,SAP,SDF,SIE,TKA,VOW3,^GDAXI
139,149.8,80.99,88.59,77.08,80.41,6.57,167.4,62.76,73.11,13.26,29.49,14.86,73.6,67.75,84.61,109.3,15.78,12.23,157.2,58.19,171.85,11.86,78.88,19.15,106.6,21.42,121.8,11199.42
139.4,150.4,78.68,88.77,77.21,81.2,6.41,167.95,63.54,73.43,13.08,29.28,14.78,74,68.32,84.07,108.25,16.01,12.43,150.1,57.75,172.9,12.02,79.69,18.92,106.1,21.05,122.6,11198.42
137.6,148.55,78.81,88.1,77.27,82.06,6.39,164,63.99,73,12.92,29.15,14.66,73.61,67.06,83.23,107.9,16,12.35,149.75,57.37,172.4,11.65,80.17,18.92,105.9,20.99,122.7,11197.42
139.2,150.7,80.5,88.8,77.59,82.79,6.6,164.6,64.72,73.09,13.25,29.32,14.77,74.26,67.12,84.13,108.35,16.02,12.62,152.3,58,173.85,11.77,80.87,19.15,107.35,21.3,125.1,11196.42
138.65,150.8,80.61,88.75,76.97,82.51,6.72,163.35,64.59,72.98,13.25,29.24,14.71,73.43,66.8,84,107.65,16.37,12.65,153.5,58.47,174.25,11.72,80.78,18.95,107.25,21.93,124.7,11195.42
138.85,150.85,80.15,88.34,76.56,82.24,6.82,163.4,64.5,73.06,13.3,29.27,14.66,72.3,65.6,84.15,107.35,16.8,12.79,153.3,58.28,173.85,11.87,79.7,18.7,107.45,21.95,123,11194.42
139.05,152.4,80.63,89.61,76.98,83.3,6.94,167.15,65.52,73.38,13.31,29.38,14.65,72.19,66.05,84.82,108.2,16.41,12.73,151.55,58,175.4,11.95,79.86,18.75,107.65,21.77,120.6,11193.42
139.5,150.25,80.19,91,77.43,82.37,6.98,169.05,65.54,72.95,13.4,29.15,14.41,73,67.09,84.32,108.65,16.18,12.88,151.9,57.36,173.15,11.86,79.06,18.64,107.4,21.17,120.1,11192.42
139,150.75,80.4,91.46,77.66,81,7.06,169.85,65.26,74.1,13.35,29.12,14.41,72.95,66.92,84,109.2,16,12.88,152.45,57.73,173.4,11.74,78.29,18.83,106.65,21.17,117.15,11191.42
139.5,152.1,81.2,91.85,77.26,80.42,7.11,169.2,65.38,73.67,13.41,29.26,14.52,73.34,67.13,84.08,107.95,15.75,12.74,152.6,57.15,174.85,12.01,77.15,18.97,107.3,21.2,117.55,11190.42
137.45,152.05,81.06,90.81,77.04,80.74,7.17,168.95,64.8,73.34,13.45,29.02,14.4,72.52,67.15,84.58,109.25,15.94,12.65,150.4,57,173.65,12.23,76.76,18.98,107.95,21.55,118.05,11189.42
138.75,152.8,81.57,94.78,77.75,81.53,7.28,167.9,65.15,73.84,13.66,28.92,14.39,71.62,67.3,88.06,108.6,15.81,13.19,151.2,58.3,175.15,12.22,75.97,19.07,108.55,21.68,118.5,11188.42
134.2,152.3,81.57,94.01,76.86,80.88,7.2,166.05,64.88,73.43,13.66,28.7,14.31,72.26,67.17,86.95,108.45,15.47,12.79,153,58.37,177.25,11.9,75.84,19.22,109.05,21.74,117,11187.42
133.45,150.8,80.88,93.9,77.4,80.11,6.75,164.4,64.77,72.64,13.16,28.67,14.37,73.34,68.02,87.12,110,15.35,12.76,152.55,57.94,178.35,12.33,76.45,19.58,108.15,21.12,117.5,11186.42
131.7,148.75,81.35,93.56,77.27,76.78,6.64,160.1,63.69,73.19,12.59,28.61,14.28,73.66,68.3,91.09,109.85,15.41,12.46,152.5,58.81,177.9,12.68,77.38,19.81,109.3,21.34,114.75,11185.42
139.7,145.5,80.13,93.48,79.92,76.84,6.4,168.9,63.89,69.95,11.92,28.74,14.55,77.37,70.74,92.13,113.55,15.89,12.31,151.5,57,175.05,13.48,78.53,19.08,104.5,21.25,116.4,11184.42
136.6,141.2,79.25,88.89,81.03,77.31,6.28,169.1,63.74,68.01,11.51,28.71,14.56,75,66.05,88.23,113.5,15.81,12.23,150.05,56.5,174.8,13.58,78.51,18.67,102.75,20.41,118.85,11183.42
136.45,140.5,78.38,89.01,81.15,77.2,6.3,169.55,63.32,68.47,11.48,28.29,14.5,74.87,66.09,86.41,113.85,15.78,12.18,148.75,56.4,174.9,14.08,78.3,18.7,102.95,20.28,119.35,11182.42
133.05,136.45,77.05,87.92,81.49,75.46,5.99,167.3,61.85,66.22,10.92,27.87,14.35,73.5,64.9,84,112.8,15.48,11.69,145.85,55.35,171.55,13.94,77.1,18.46,101.05,19.77,118.7,11181.42
137.35,138.15,77.21,88.75,81.91,75.23,6.07,168.1,62.19,67,10.96,27.92,14.47,74.11,66.12,84.07,113.95,15.51,11.87,145.55,55.71,172.7,14.11,76.69,18.26,101.1,20.05,119.2,11180.42
146.55,137.5,78.1,89.12,78.29,75.4,5.9,169.95,62.44,67.64,10.97,27.96,14.49,73.71,66.1,84.58,114.3,15.58,11.19,147.35,56.79,171.95,13.75,77.5,18.3,101.25,20.34,120.25,11169.42
147.1,141.05,78.95,90.79,79.4,78.32,6.09,172.55,64.12,67.92,11.29,28.02,14.65,73.57,65.59,85.1,116.15,15.96,11.47,148.05,57.33,175.3,14.24,78.52,18.24,102,20.5,123.65,11168.42
149.4,142,80.3,90.29,80.2,79.37,6.19,174.55,64.91,68.07,11.74,28.23,14.85,74.21,67.24,86.16,116.9,16.35,11.65,150.3,58.33,176.6,14.46,80.24,18.43,103.45,21.09,125.2,11167.42
149.7,141.9,80.52,90.72,80.14,80.17,6.3,175.4,65.34,68.01,11.89,28.3,14.91,74.73,67.48,86.22,117.15,16.24,11.7,151.2,57.47,176.45,14.13,80.66,18.64,103.55,21,125.95,11166.42
149.65,142.95,80.16,90.73,80.17,79.92,6.3,174.8,65.45,67.67,11.94,28.24,15.02,74.43,69.81,84.9,117.55,16.28,11.5,146.5,57.82,179.15,14.2,80.7,18.62,104.25,21.46,125.65,11165.42
149.4,142.6,79.58,90.17,80.5,80.07,6.26,173.9,65.22,67.48,11.87,28.29,15.07,74.45,68.37,85.37,116.65,15.95,11.68,146.15,57.5,177.95,14.31,80.82,18.6,106.5,21.35,126,11164.42
