Industry Indices: Price - US$ Currency Europe;Europe;;;;;Eurozone;;;;
Date;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus ;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus
    ;SXBSCL;S3000L;S5000L;SXFINL;SXIDUL;SXBSCK;S3000K;S5000K;SXFINK;SXIDUK
30.03.1994;123.25;142.86;112.5;112.22;121.11;128.58;128.33;109.68;109.29;115.78
31.03.1994;123.21;142.85;112.84;112.59;121.09;128.64;128.34;110.87;110.25;115.95
01.04.1994;121.85;141.69;111.89;111.79;120.09;126.92;127.15;109.51;109.46;114.68
04.04.1994;121.7;141.34;111.53;111.44;119.64;126.97;126.98;109.42;109.13;114.42
05.04.1994;121.39;141.5;111;111.08;119.71;126.18;126.47;108.22;108.36;113.61
06.04.1994;122.98;142.97;111.38;112.22;120.94;127.97;128.06;108.33;109.39;115.09
07.04.1994;123.85;143.7;111.6;112.85;121.01;128.57;128.42;107.99;110;115.29
08.04.1994;124.42;144.07;111.81;113.38;121.09;129.14;128.71;108.21;110.66;115.69
11.04.1994;125.43;145.54;112.35;114.44;121.98;130.71;131.2;108.5;111.9;116.71
12.04.1994;125.76;146.37;112.7;114.61;122.86;131.07;132.05;107.3;111.94;117.3
13.04.1994;126.2;146.64;113.24;114.01;123.41;131.69;132.53;108.37;111.49;118.51
14.04.1994;125.74;145.98;112.83;113.11;122.73;131.04;131.93;108.14;110.65;117.87
15.04.1994;125.76;146.78;113.23;113.11;123.43;130.98;132.68;108.11;110.5;118.75
18.04.1994;126.5;147.28;112.8;112.38;123.61;132.22;133.19;108.45;109.61;119.29
19.04.1994;125.6;145.97;112.51;110.99;123.09;130.92;131.32;108.05;107.82;117.72
20.04.1994;125.99;146.33;112.6;111.1;123.24;131.51;131.87;107.85;108.22;117.89
21.04.1994;125.61;146.08;112.69;111;122.98;131.38;131.93;107.86;108.5;117.46
22.04.1994;126.48;147.95;113.82;112.01;123.98;131.94;133.8;109.54;110.02;119.21
25.04.1994;126.22;147.72;113.56;112.02;123.65;131.8;133.5;109.4;110.32;118.94
26.04.1994;129.11;150.15;114.86;113.52;125.02;135.27;135.69;110.05;111.72;120.4
27.04.1994;130.75;151.3;115.61;114.37;125.66;137.26;136.97;110.92;112.49;121.16
28.04.1994;131.43;152.1;116.58;114.93;126.75;137.92;137.93;112.2;113.17;121.76
29.04.1994;131.86;152.49;117.07;115.16;127;137.98;138.38;112.99;113.66;122.35
02.05.1994;132.24;153.39;117.52;116.02;127.57;138.45;139.63;114.2;114.77;122.97
03.05.1994;132.33;152.95;116.94;115.87;127.65;138.61;139.81;114.44;115.06;123.28
04.05.1994;130.28;150.23;114.98;113.17;125.56;136.28;137.2;111.96;112.39;120.73
05.05.1994;129.1;149.57;115.13;112.73;125.09;134.74;136.52;110.75;111.46;120.13
06.05.1994;128.98;149.75;114.77;113.39;124.9;135.19;137.38;110.96;112.62;120.62
09.05.1994;128.65;149.08;114.37;113.32;123.9;134.93;136.79;110.97;112.78;120.05
10.05.1994;127.84;148.84;114.45;113.69;123.14;134.24;136.03;110.51;112.9;119.45
11.05.1994;128.59;149.07;114.93;114.07;123.07;135.21;136.55;110.69;113.2;119.99
12.05.1994;128.87;149.15;115.38;114.32;123.71;135.36;136.73;110.9;113.42;120.51
13.05.1994;129.39;148.81;114.93;114.53;123.54;136.06;137.04;111.03;113.35;120.99
16.05.1994;129.9;148.77;115.45;114.21;123.42;136.6;136.54;111.25;112.71;121.07
17.05.1994;130.56;149.7;115.35;114.6;123.9;137.03;137.11;111.1;113.1;121.35
18.05.1994;131.74;150.24;116;115.92;124.66;138.92;138.02;112.71;114.65;122.42
19.05.1994;131.17;149.65;116.29;115.09;124.54;137.67;136.92;112.97;113.84;121.43
20.05.1994;131.46;149.9;116.44;115.15;124.52;138.25;137.38;113.55;114.08;121.39
23.05.1994;131.11;149.19;115.95;114.71;124.14;138.08;136.97;113.59;113.59;121.46
24.05.1994;128.77;146.8;114.55;112.74;122.45;134.93;134.11;111.82;111.48;119.59
25.05.1994;126.93;145.2;112.38;111.6;120.9;132.95;133.17;110.77;110.67;118.62
26.05.1994;126.29;144.74;112.23;110.92;120.66;132.01;131.77;110.27;109.74;118.14
27.05.1994;126.31;144.6;110.8;110.43;120.09;132.64;131.91;109.49;109.4;118.06
30.05.1994;125.57;143.98;110.61;110.28;119.56;131.57;130.97;109.16;109.06;117.44
31.05.1994;125.01;143.44;110.32;109.83;119.02;130.6;130.22;108.59;108.48;116.48
01.06.1994;124.53;142.31;109.25;109.59;117.57;130.16;128.98;107.17;108.04;115.08
02.06.1994;124.56;142.82;110.01;109.75;117.56;129.93;129.2;107.11;107.59;114.71
03.06.1994;124.14;142.49;109.89;110.12;117.52;129.5;128.73;106.52;107.69;114.45
06.06.1994;124.67;143.08;110.29;110.74;118.24;130.02;129.33;106.62;108;114.77
07.06.1994;124.39;143;110.55;110.59;117.94;129.34;129.16;106.24;107.81;114.71
08.06.1994;125.63;144.17;111.8;111.42;118.84;130.69;129.73;107.01;108.38;115.47
09.06.1994;124.79;143.19;111.67;110.79;118.21;129.87;128.53;106.53;107.92;115.11
10.06.1994;124.84;143.3;112.13;110.95;118.51;129.7;128.54;106.77;108.29;115.22
13.06.1994;124.57;142.76;111.59;110.72;118.11;129.47;127.42;106.5;107.95;114.67
14.06.1994;123.78;142.72;111.91;109.92;117.16;128.12;127.07;106.58;106.93;113.51
15.06.1994;124.39;142.56;111.9;110.06;117.09;129.1;126.96;106.36;106.95;113.14
16.06.1994;123.56;141.4;111.15;109.04;115.71;128.27;125.87;105.05;105.9;111.99
17.06.1994;124.59;142.38;111.75;109.64;116.51;129.87;127.53;105.41;106.64;113.37
20.06.1994;122.69;140.05;110.01;107.22;114.83;127.53;125.48;103.7;104.02;111.6
21.06.1994;122.53;139.73;109.97;107.39;114.54;128.02;125.84;104.06;104.27;111.39
22.06.1994;123.83;140.91;110.67;108.3;115.28;129.49;127.44;104.59;104.92;112.01
23.06.1994;123.78;140.45;110.13;108.78;115.52;129.76;127.88;104.88;105.68;113.05
24.06.1994;123.6;139.96;109.1;108.12;115.48;129.9;127.79;104.55;105.52;113.6
27.06.1994;122.87;139.72;108.66;108.04;115.08;128.76;127.08;104.51;105.3;113.35
28.06.1994;124.44;141.39;109.89;109.29;116.14;130.85;128.51;105.76;106.59;114.6
29.06.1994;125.28;141.8;110.21;109.63;116.91;131.67;128.56;106.01;106.67;115.49
30.06.1994;124.18;140.65;109.02;108.39;116.37;130.12;127.01;105.07;105.63;114.18
01.07.1994;123.57;139.61;108.66;107.88;115.47;129.18;125.98;104.06;104.97;113.39
04.07.1994;124.4;140.54;109.7;109.02;116.65;130.06;126.59;104.65;105.59;114.07
05.07.1994;124.64;141.13;110.23;109.45;117.22;130.4;127.8;105.58;106.08;115.25
06.07.1994;124.86;141.01;110.09;109.17;116.96;131;128.17;105.59;105.98;115.67
07.07.1994;125.66;141.94;110.75;109.61;117.91;132.15;129.83;106.57;106.62;116.36
08.07.1994;125.95;142.69;111.48;110.09;118.59;132.61;130.75;107.04;107.31;116.9
11.07.1994;128.91;146.8;114.56;113.11;121.93;135.74;134.31;110.87;110.53;120.48
12.07.1994;128.1;146.06;113.68;112.58;121.67;134.64;133.83;110.66;110.15;120.16
13.07.1994;127.68;146.78;114.59;112.84;121.99;133.65;134.63;111.01;110.5;120.19
14.07.1994;127.32;146.99;114.95;112.78;121.94;132.39;133.58;110.02;110;119.29
15.07.1994;128.52;147.99;116.1;114.07;122.53;133.86;134.5;110.74;111.09;119.89
18.07.1994;129.62;148.98;117.21;114.92;123.58;135.2;135.78;113;111.95;121.78
19.07.1994;129.9;147.96;116.54;114.66;122.69;136.18;135.42;112.39;111.92;121.48
20.07.1994;130.79;149.18;116.18;114.89;123.41;137.31;136.55;112.35;112.43;122.51
21.07.1994;128.75;146.92;114.33;112.86;121.85;134.7;134.05;111.08;110.42;120.67
22.07.1994;130.31;147.6;115.07;113.34;122.49;136.28;134.87;111.12;110.64;120.6
25.07.1994;130.66;148.43;115.3;113.77;123.2;136.58;136.26;111.79;111.16;121.38
26.07.1994;131.28;149.14;116.01;114.17;123.83;137.84;137.02;113.05;111.48;122.18
27.07.1994;131.27;148.86;115.77;113.72;123.77;138;137.1;113.47;111.34;122.29
28.07.1994;130.15;147.92;115.12;112.29;122.45;136.33;135.43;112.34;109.53;120.55
29.07.1994;132.3;150.13;115.84;113.53;123.65;138.71;137.87;113.36;110.9;121.96
01.08.1994;132.92;150.77;115.93;113.73;124.14;139.41;138.53;113.83;111.44;122.43
02.08.1994;135.35;153.03;117.66;114.93;125.86;142.09;140.52;115.63;112.55;123.97
03.08.1994;136.37;153.92;118.42;115.37;126.69;143.57;141.88;116.52;113.1;124.57
04.08.1994;134.63;151.98;117.88;114.08;125.49;141.53;139.58;115.63;111.55;123.33
05.08.1994;135.96;152.83;118.51;114.67;126.52;142.95;140.51;116.42;111.96;124.78
08.08.1994;136.16;152.75;118.7;114.15;126.7;142.93;140.27;116.37;111.3;124.64
09.08.1994;135.45;151.63;118.39;113.03;125.93;142.39;138.61;115.47;110.09;123.82
10.08.1994;136.56;152.68;119.3;113.38;126.34;143.75;139.71;116.94;110.33;124.64
11.08.1994;134.41;150.39;117.48;111.12;124.22;141.77;137.1;114.71;108.06;122.54
12.08.1994;134.84;152.3;118.25;111.11;124.65;142.01;137.93;115.7;107.59;123.08
15.08.1994;135.28;152.24;117.95;110.75;124.46;142.98;137.98;115.68;107.46;123.26
16.08.1994;134.88;152.51;118.05;110.73;124.49;142.69;138.27;115.81;107.5;123.77
17.08.1994;135.75;153.93;119.55;111.72;125.38;143.7;139.52;117.21;108.04;124.72
18.08.1994;135.51;153.68;120.3;111.85;125.53;143.66;139.17;117.56;107.93;124.49
19.08.1994;136.01;154.06;120.56;112.18;125.58;144.48;139.65;118.04;108.47;125.25
22.08.1994;135.84;154;120.47;112.51;125.38;144.05;139.52;117.93;108.92;124.9
23.08.1994;135.67;153.81;120.64;112.31;124.78;143.85;139.23;118.35;108.68;124.29
24.08.1994;135.74;154.05;120.92;112.51;124.41;143.9;138.66;118.08;109;123.47
25.08.1994;137.19;155.75;122.15;113.63;125.57;145.35;140.32;118.89;110.21;124.99
26.08.1994;135.35;154.33;120.85;112.69;124.16;143.28;138.6;117.93;109.24;123.56
29.08.1994;136.86;155.05;121.26;113.76;124.77;145.32;138.98;118.2;110.4;124.24
30.08.1994;137.09;154;120.58;113.45;124.42;145.86;138.54;117.94;110.15;123.78
31.08.1994;137.04;154.24;120.35;113.64;124.45;145.72;138.67;117.79;109.94;123.64
01.09.1994;136.94;154.06;120.46;113.26;124.37;145.41;138.48;117.87;109.15;123.31
02.09.1994;138.41;155.64;120.82;114.7;125.36;147.5;139.88;119.65;110.54;124.72
05.09.1994;137.49;154.69;120.67;113.98;124.65;146.03;138.15;119.04;109.21;123.78
06.09.1994;137.37;153.98;119.87;113.75;124.29;145.99;137.98;118.4;108.83;123.14
07.09.1994;136.93;153.29;119.14;113.25;123.81;145.36;137.37;117.84;108.42;123.01
08.09.1994;136.97;153.12;118.78;113.39;123.31;145.35;137.65;117.55;109.16;123.4
09.09.1994;137.88;153.77;118.37;113.92;123.51;146.69;138.65;117.77;110.21;124.1
12.09.1994;137.17;153.44;119.16;113.56;123.18;144.95;137.46;118.12;108.97;123.08
13.09.1994;136.25;152.85;118.79;113.19;122.67;144.03;136.97;118.61;108.75;122.45
14.09.1994;135.52;151.75;117.97;112.76;122.03;143.33;136.67;118.41;108.55;122.2
15.09.1994;135.63;152.2;118.6;113.23;122.45;142.96;136.73;118.43;108.93;122.57
16.09.1994;136.14;151.92;117.81;113.22;122.46;143.49;136.47;117.13;108.98;122.36
19.09.1994;134.99;151.28;116.99;112.53;121.59;141.72;135.64;116.55;107.85;121.76
20.09.1994;134.27;149.67;115.89;111.47;120.6;140.77;134.25;115.66;107.13;121.27
21.09.1994;134.12;149.29;115.47;111.47;120.27;140.56;133.64;115.29;107.5;120.68
22.09.1994;133.57;149;115.24;111.13;120.29;139.57;133.44;114.97;107.06;120.32
23.09.1994;134.2;149.7;115.62;111.76;120.72;140.39;134.02;115.7;107.63;120.68
26.09.1994;133.04;147.92;114.55;110.58;119.52;139.4;132.64;114.3;106.63;119.46
27.09.1994;133.79;148.84;115.37;111.4;120.37;139.97;133.33;114.95;107.48;119.85
28.09.1994;134.04;149.44;115.74;111.66;120.29;140.02;133.51;114.83;107.68;119.76
29.09.1994;133.27;148.36;114.76;110.65;118.96;139.66;132.57;114.53;106.93;118.97
30.09.1994;132.34;147.94;115.45;110.47;118.73;138.01;131.57;114.55;106.16;118.07
03.10.1994;131.27;146.32;114.42;108.97;117.58;137.12;130.24;113.13;105;117.26
04.10.1994;131.3;147.23;115.05;109.55;118;136.94;130.69;114.49;105.18;117.33
05.10.1994;129.49;145.22;113.39;108.03;116.76;134.91;128.61;112.75;103.45;116.2
06.10.1994;129.69;145.92;114.71;108.32;116.99;134.68;128.65;113.9;103.41;116.15
07.10.1994;128.86;145.6;114.59;107.88;116.44;133.29;128;113.84;102.73;116.04
10.10.1994;131.35;148.26;115.76;110.14;117.92;136.74;131.03;115.64;105.19;117.79
11.10.1994;132.4;149.6;116.31;111.17;118.86;138.35;132.51;116.13;105.92;119.03
12.10.1994;133.26;150.52;117.41;111.69;120.18;139.53;133.23;116.26;106.44;119.68
13.10.1994;134.86;152.98;119.36;113.59;122.01;141.33;135.23;118.63;108.04;121.38
14.10.1994;135.84;153.34;118.81;114.13;122.19;143.22;135.89;118.67;109.23;121.96
17.10.1994;137.38;155.14;120.49;115.48;123.77;144.2;136.91;120.06;110.36;123.12
18.10.1994;136.37;153.72;119.99;114.6;122.65;143.12;135.53;119.51;109.53;122.21
19.10.1994;135.44;152.79;119.94;114.3;122.08;141.79;133.85;118.52;109.13;120.73
20.10.1994;136.16;154.02;120.66;115.12;122.91;142.77;134.98;119.15;109.9;121.68
21.10.1994;133.53;151.36;119.48;113.22;121.11;139.4;132.69;118.13;108;119.63
24.10.1994;134.44;151.92;119.78;113.85;121.6;140.5;133.15;118.72;108.59;120.39
25.10.1994;132.3;149.87;118.87;112.31;120.5;137.63;130.95;117.42;106.92;119.24
26.10.1994;133.71;150.42;119.14;113.09;120.95;139.89;132.2;118.4;107.78;120.37
27.10.1994;133.51;150.68;119.11;113.06;120.93;139.39;132.17;118.36;107.54;120.79
28.10.1994;134.39;151.65;119.9;113.79;121.27;140.95;133.32;119.36;108.04;121.31
31.10.1994;135.98;153.77;120.71;115.26;122.65;142.72;135.05;120.07;109.61;122.27
01.11.1994;136.15;153.98;121.1;115.69;122.86;142.91;135.19;120.67;109.86;123.05
02.11.1994;133;151.04;119.76;113.72;121.22;138.91;131.94;118.15;107.6;120.86
03.11.1994;133.4;151.42;120.22;114.12;121.08;139.6;132.89;119.08;108.11;120.88
04.11.1994;133.67;151.94;119.74;115.03;121.74;140.31;134.29;119.43;109.39;121.62
07.11.1994;132.33;150.39;118.92;114.24;120.4;139.06;132.6;118.5;108.55;120.28
08.11.1994;133.39;151.37;119.36;114.76;121.31;140.28;133.98;119.59;109.07;121.18
09.11.1994;133.19;151.76;119.04;114.94;121.29;140.29;134.33;119.08;109.62;121.26
10.11.1994;133.05;151.63;118.64;115.07;121.26;140.11;134.2;117.49;109.61;120.87
11.11.1994;132.38;151.1;117.82;114.94;121.1;139.48;134.08;117.4;109.63;120.59
14.11.1994;131.87;150.34;117.12;114.38;120.47;138.23;132.95;116.52;108.83;119.15
15.11.1994;131.98;150.6;117.73;114.28;120.49;138.28;133.65;117.11;109.21;119.23
16.11.1994;132.03;151.39;117.98;114.42;120.94;138.15;133.25;116.82;109.4;119.15
17.11.1994;130.95;150.53;117.59;113.82;120.33;136.67;132.39;115.98;108.86;118.53
18.11.1994;130.46;150.14;116.98;113.5;120.19;135.86;132.06;115.53;108.58;118.26
21.11.1994;130.27;150.06;117.18;113.4;120.47;135.67;132.27;115.76;108.79;118.31
22.11.1994;128.61;148.31;116.41;112.25;119.32;133.83;130.86;114.96;107.74;117.16
23.11.1994;126.36;146.36;115.01;110.91;117.56;131.65;129.11;114.07;106.53;115.5
24.11.1994;127.36;146.81;114.89;111.68;118.21;133.23;130.11;114.83;107.48;116.56
25.11.1994;127.28;146.45;114.87;111.6;118.16;133.11;130;115.03;107.34;116.9
28.11.1994;127.35;146.45;115.02;111.7;118.18;133.04;129.89;114.8;107.4;116.7
29.11.1994;126.63;145.92;115.21;111.53;117.75;131.7;128.58;114.31;106.97;115.95
30.11.1994;127.34;146.95;116.21;112.36;118.38;132.07;129.98;115.41;107.58;116.92
01.12.1994;126.4;145.61;114.95;111.87;117.63;131.1;128.92;114.91;107.85;116.55
02.12.1994;125.47;144.92;113.73;111.52;116.49;130.03;128.61;114.62;107.69;115.84
05.12.1994;126.83;146.14;113.87;112.6;116.95;131.81;129.53;115.05;108.72;116.52
06.12.1994;125.85;145.21;113.53;111.76;116.13;130.69;128.63;114.55;107.72;115.73
07.12.1994;126.17;145.59;113.59;111.9;116.5;130.96;129.04;114.94;107.93;115.72
08.12.1994;125.57;144.74;112.54;111.23;115.82;129.99;127.77;113.86;106.83;114.59
09.12.1994;124.42;143.09;110.97;110.2;114.97;129.21;126.29;112.84;105.91;113.87
12.12.1994;124.16;141.96;110.46;109.46;114.11;129.35;125.11;112.52;105.29;113.09
13.12.1994;123.91;141.71;110.67;109.09;113.41;129.34;124.64;112.84;104.81;112.5
14.12.1994;124.67;143.03;111.36;109.91;113.88;129.94;125.7;112.97;105.38;112.65
15.12.1994;125.36;143.76;111.34;109.91;113.93;131.04;126.53;113.28;105.65;112.82
16.12.1994;125.53;144.58;111.91;110.56;114.29;131.02;127.14;113.17;105.99;112.62
19.12.1994;125.71;145.16;112.74;110.68;114.68;131.24;127.51;113.67;106.06;112.79
20.12.1994;126.33;145.72;113.2;110.96;115.21;131.75;127.76;113.92;106.11;113.04
21.12.1994;126.3;145.34;112.67;110.76;114.78;132.2;128.14;114.16;106.2;113.29
22.12.1994;127.83;146.47;113.9;111.33;115.9;134.01;129.22;115;106.62;114.19
23.12.1994;127.67;146.18;113.39;110.96;115.63;133.96;128.73;114.13;106.19;114.06
26.12.1994;127.68;146.34;113.37;111.03;115.67;134.04;129.14;114.35;106.36;114.33
27.12.1994;128.41;147.12;113.67;111.31;116.16;134.99;130.16;114.87;106.51;114.74
28.12.1994;129.19;147.94;115;111.82;116.6;136.13;131.31;116.16;107.1;115.46
29.12.1994;128.82;146.52;114.76;110.87;116.46;135.45;128.96;115.3;105.88;114.53
30.12.1994;130.2;147.38;115.44;111.71;117.13;137.35;129.76;115.75;106.88;115.39
02.01.1995;128.88;146.51;114.7;110.81;116.44;135.59;128.95;114.83;105.89;114.47
03.01.1995;129.52;146.73;114.88;111.12;117.05;135.94;129.28;115.3;106.39;114.82
04.01.1995;129.23;146.71;114.49;111.01;117.27;135.69;129.39;115.13;106.33;115.05
05.01.1995;128.89;146.67;113.76;110.75;117.17;135.46;129.1;114.59;106.15;114.8
06.01.1995;127.83;146.34;113.64;110.13;116.6;134.18;128.45;113.72;105.4;113.89
09.01.1995;129.71;147.07;114.36;110.9;117.75;136.66;129.7;114.93;106.28;114.89
10.01.1995;129.3;146.77;113.73;110.39;117.39;136.36;129.45;114.66;105.57;114.57
11.01.1995;129.23;146.49;113.58;109.92;117.45;136.37;129.4;114.3;105.25;114.07
12.01.1995;130.03;147.06;113.82;110.13;117.93;137;130.12;114.15;105.32;114.48
13.01.1995;129.81;146.78;113.25;110.04;117.65;136.67;130.23;112.81;105.26;114.57
16.01.1995;131.69;148.68;114.15;111.47;118.7;138.81;132.59;113.59;107.07;116.23
17.01.1995;131.23;147.38;113.41;110.87;118.12;138.43;131.42;112.72;106.49;115.69
18.01.1995;131.6;146.8;113.5;110.6;118.02;138.36;130.47;112.86;105.78;115.3
19.01.1995;133.2;147.87;113.86;111.4;118.56;140.93;132.03;113.43;106.74;116.79
20.01.1995;132.46;146.83;112.93;110.6;117.93;139.96;130.74;112.27;105.98;116.12
23.01.1995;130.48;144.32;111.53;109.08;115.76;137.73;128.53;110.97;104.58;114.13
24.01.1995;130.9;144.9;112.42;109.09;116.16;138.1;128.92;111.4;104.21;114.06
25.01.1995;131.21;144.31;112.51;108.87;116.05;139.07;128.53;111.91;103.88;114.22
26.01.1995;132.11;145.6;113.18;109.74;116.36;139.83;129.4;111.89;104.34;114.62
27.01.1995;132.4;145.78;113.59;109.75;116.38;140.23;129.26;112.21;104.21;114.55
30.01.1995;132.71;146.21;113.74;109.92;116.56;141.14;130.23;112.68;104.76;115.02
31.01.1995;129.84;144.03;111.92;108.16;114.63;137.97;127.76;110.48;102.91;112.68
01.02.1995;131.39;146.17;113.51;109.74;116.05;139.94;129.96;112.3;104.59;114.27
02.02.1995;131.31;146.38;113.77;109.8;116.46;139.69;129.72;112.12;104.57;114.44
03.02.1995;131.16;146.23;113.3;109.85;116.11;139.91;130.21;112.42;104.77;114.74
06.02.1995;131.53;147.11;113.77;110.49;116.63;140.8;131.98;113.41;105.88;115.38
07.02.1995;130.8;146.75;114.21;110.6;116.48;139.98;131.51;113.74;105.83;114.73
08.02.1995;130.13;146.53;113.75;110.71;116.49;139.28;131.31;113.78;105.97;114.55
09.02.1995;131.59;148.08;114.67;111.87;117.78;140.82;132.7;115.14;107.06;115.74
10.02.1995;132.69;149.49;115.38;112.87;118.45;142.16;133.77;115.52;107.9;116.56
13.02.1995;131.73;148.48;114.74;112.05;117.66;141.37;132.65;114.92;106.99;115.93
14.02.1995;132.89;149.11;114.36;112.98;117.98;143.38;134.04;115.67;108.15;116.85
15.02.1995;132.42;148.98;114.13;112.89;117.74;142.97;134.06;115.76;108.07;116.83
16.02.1995;132.64;149.08;114.62;113.04;118.2;142.9;133.92;115.58;108.05;117.18
17.02.1995;132.93;149;114.37;113.08;117.9;143.33;134.24;115.56;108.28;116.93
20.02.1995;132.2;148.24;113.63;112.74;117.3;142.49;133.73;115.21;108.08;116.2
21.02.1995;132.91;148.68;113.99;112.59;117.57;142.99;133.89;115.44;107.57;115.72
22.02.1995;133.06;148.67;114.21;112.12;117.35;142.81;133.51;115.56;107.09;115.25
23.02.1995;134.45;149.98;115.9;113.73;118.04;144.29;134.84;117.1;108.36;116.19
24.02.1995;134;149.27;115.42;113.48;117.62;144.39;134.07;116.68;108.05;115.39
27.02.1995;133.03;147.99;114.63;111.89;116.45;143.28;132.76;116.34;106.49;114.39
28.02.1995;132.79;147.97;114.31;112.01;116.54;143.15;132.8;115.68;106.88;114.57
01.03.1995;133.75;149.55;116.1;113.26;117.36;143.86;134.24;117.28;108.09;115.81
02.03.1995;134.54;151.43;117.52;114.55;118.75;144.77;135.5;118.07;109.27;117.56
03.03.1995;135.09;152.15;118.08;115.02;119.51;145.28;136.07;118.99;109.71;118.27
06.03.1995;134.12;151.42;117.7;114.91;119;144.6;135.9;119.54;109.78;118.13
07.03.1995;135.18;152.7;118.36;116.17;119.12;145.7;136.94;120.31;110.98;118.68
08.03.1995;132.92;149.9;116.64;113.95;117.11;142.23;134.56;118.69;108.48;115.97
09.03.1995;131.49;147.97;115.9;113.23;115.61;140.37;133.02;117.47;107.54;113.89
10.03.1995;129.01;146.73;113.99;111.3;114.18;137.24;131.9;115.4;105.77;112.05
13.03.1995;129.92;147.43;114.95;111.5;114.76;138.73;132.63;115.74;105.89;112.23
14.03.1995;130.07;148.08;115.76;111.9;115.63;138.46;132.89;116.72;106.17;113.22
15.03.1995;132.08;149.92;117.55;113.2;117.29;141.18;133.86;118.86;107.25;114.5
16.03.1995;131.66;149.48;118.28;113.64;117.53;140.13;133.26;119.11;107.34;114.44
17.03.1995;132.24;149.84;118.62;113.77;117.81;141.2;134.25;120.34;107.54;114.56
20.03.1995;131.03;149.35;119.14;113.58;117.45;139.29;133.8;120.65;106.89;113.73
21.03.1995;130.13;150.11;120.18;113.51;117.24;137.58;133.67;120.35;106.72;112.57
22.03.1995;130.51;150.8;120.97;113.88;117.15;137.96;134.19;121.41;107.1;112.26
23.03.1995;128.73;149.87;120.66;112.48;116.09;135.17;132.63;120.24;105.15;110.01
24.03.1995;128.05;150.39;120.73;112.26;115.86;133.79;132.73;120.62;104.33;109.6
27.03.1995;129.84;151.93;121.59;113.51;117.04;136.36;135.57;122.35;106.01;111.81
28.03.1995;130.14;152.72;122.24;114.11;117.54;136.43;136.65;123.14;106.57;112.55
29.03.1995;130.08;153.28;122.89;114.32;117.69;136.59;137.93;124.38;107;113.5
30.03.1995;130.17;153.57;123.26;114.25;117.45;136;137.53;123.93;106.88;113.1
31.03.1995;132.13;155.79;124.07;115.69;118.93;138.78;140.06;125.76;108.3;114.53
03.04.1995;132.79;155.74;124.17;115.72;119.08;139.72;140.13;126.37;108.16;114.92
04.04.1995;134.59;156.22;124.59;116.64;119.72;142.08;140.29;126.45;109.34;116.31
05.04.1995;134.89;156.67;124.94;117.48;120.47;142.49;140.47;126.79;110.06;117.4
06.04.1995;135.52;157.47;125.61;118.34;120.86;143.15;141.77;128.58;110.87;117.69
07.04.1995;136.29;158.24;126.43;119.14;121.68;143.68;142.25;129.27;111.6;118.62
10.04.1995;133.48;154.86;123.68;116.47;119.11;140.07;139.11;125.78;108.59;115.12
11.04.1995;134.39;155.2;123.42;116.47;119.09;141.67;139.78;126.49;108.91;116.06
12.04.1995;134.25;155.43;123.71;116.89;119.3;141.24;139.44;126.85;109.04;116.37
13.04.1995;135.87;156.76;125.08;118.29;120.83;143.07;140.57;128.22;110.83;118.34
14.04.1995;135.48;156.3;124.7;118.01;120.53;142.64;140.18;127.84;110.64;118.04
17.04.1995;137.44;158.51;126.32;119.79;121.98;145.03;142.37;129.82;112.41;119.85
18.04.1995;137.1;157.71;125.76;119.45;121.34;144.91;141.85;129.57;112.08;119.3
19.04.1995;135.24;155.46;124.4;117.5;120.19;142.79;139.68;128.51;110.64;118.18
20.04.1995;134.43;154.75;124.39;117.07;119.63;141.79;138.36;127.96;110.02;117.55
21.04.1995;136.46;157.11;125.75;118.81;121.17;144.67;141.01;130.18;112.01;119.77
24.04.1995;136.43;156.72;125.35;118.37;120.63;144.97;140.84;130.07;111.65;119.41
25.04.1995;138.39;158.77;126.82;119.9;122.42;147.48;143.21;132.09;113.48;121.26
26.04.1995;138.92;159.7;127.86;120.45;123.21;147.58;144.14;132.48;114;121.88
27.04.1995;138.17;159.52;126.91;120.21;122.92;145.98;143.42;130.52;113.87;120.71
28.04.1995;137.78;159.12;126.4;119.89;122.55;144.99;142.71;129.45;113.49;119.86
01.05.1995;137.64;158.99;126.54;119.77;122.32;144.59;142.48;129.02;113.25;119.33
02.05.1995;139.4;161;127.98;121.58;123.7;147.1;144.59;130.85;114.76;121.77
03.05.1995;139.74;161.85;129.08;122.27;124.59;147.63;145.59;132.56;115.58;123.36
04.05.1995;140.34;161.79;129.18;122.86;125.36;148.17;145.28;132.44;116.3;123.84
05.05.1995;138.69;160.21;127.27;122.38;124.32;146.39;144.19;131.2;115.95;122.66
08.05.1995;139.19;160.87;127.81;123.31;125.11;146.95;145.06;131.93;116.72;123.68
09.05.1995;138.75;159.96;127.3;123.54;125.21;146.79;145.58;132.48;117.56;124.96
10.05.1995;138.61;160.09;128;124.62;126.04;146.69;145.49;133.5;118.6;125.68
11.05.1995;136.05;157.22;126.5;122.5;124.24;143.3;142.47;130.49;115.92;123.12
12.05.1995;135.98;157.48;126.23;121.49;123.77;143.03;142.33;129.7;114.89;122.59
15.05.1995;136.76;158.48;126.81;122.09;124.44;143.65;142.84;129.83;115.24;122.76
16.05.1995;136.94;157.91;125.85;121.59;124.29;143.87;142.75;128.73;115.03;122.76
