Industry Indices: Price - US$ Currency Europe;Europe;;;;;Eurozone;;;;
Date;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus ;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus
    ;SXBSCL;S3000L;S5000L;SXFINL;SXIDUL;SXBSCK;S3000K;S5000K;SXFINK;SXIDUK
17.05.1995;136.48;157.07;126.13;121.47;123.77;142.98;141.22;127.91;114.76;121.94
18.05.1995;136.16;156.7;125.87;121.23;123.44;142.31;140.62;126.62;114.07;121.34
19.05.1995;134.85;154.74;124.31;119.84;122.46;141.01;138.79;125.9;112.79;119.8
22.05.1995;136.44;156.37;125.15;120.75;123.46;142.6;140.27;126.83;113.11;120.92
23.05.1995;135.9;155.51;124.08;120.22;123.35;141.91;138.9;126.19;112.52;121.29
24.05.1995;137.56;157.47;126;121.52;124.47;143.37;140.58;127.81;113.4;122.71
25.05.1995;141.18;161.74;129.31;124.73;127.67;147.39;144.18;131.31;116.14;125.78
26.05.1995;141.02;161.91;129.37;125.1;127.9;147.93;144.69;132.51;116.7;127.46
29.05.1995;139.94;161.02;128.65;124.19;126.9;146.48;143.65;131.12;115.47;125.79
30.05.1995;140.33;161.73;129.1;124.96;127.07;147.12;144.63;131.53;116.35;126.04
31.05.1995;138.24;159.85;128.03;123.64;125.8;144.42;142.85;130.03;115.24;124.42
01.06.1995;140.23;161.54;129.58;125.03;127.01;146.92;143.97;131.77;116.4;125.27
02.06.1995;140.05;161.38;129.17;125.59;126.59;146.9;143.96;131.8;116.84;125.09
05.06.1995;140.43;162.1;130.51;126.35;127.25;147.05;144.1;132.28;117.13;125.56
06.06.1995;140;161.29;130.2;127.04;127.19;146.65;143.42;132.17;117.81;125.5
07.06.1995;139.6;160.98;129.81;126.8;126.95;146.25;142.85;132.1;117.93;125.25
08.06.1995;139.1;160.85;130.27;126.36;126.86;145.32;142.01;131.64;117.76;124.55
09.06.1995;138.39;159.41;128.96;125.12;126.39;144.69;140.9;130.17;116.86;123.83
12.06.1995;138.34;159.64;129.23;124.72;125.95;144.64;140.91;130.84;116.08;123.43
13.06.1995;137.78;159.09;129.18;124.4;125.81;143.96;140.3;130.54;115.8;123.32
14.06.1995;138.25;159.87;130.15;125.1;126.49;144.73;140.87;130.85;116.24;123.75
15.06.1995;137.82;160.14;130.59;125.24;126.17;144.4;141.51;131.7;116.42;123.6
16.06.1995;138.01;159.57;130.74;124.97;126.35;144.23;140.51;131.64;116.08;123.79
19.06.1995;139.29;160.57;130.95;125.85;126.95;145.72;141.29;133.1;117.19;124.52
20.06.1995;139.97;160.97;131.46;126.14;127.42;146.06;141.62;133.5;117.5;124.79
21.06.1995;141.42;161.97;132.24;126.9;127.75;147.59;142.61;134.7;118.23;125.24
22.06.1995;141.13;162.03;132.32;127.04;127.23;147.22;143.07;134.53;118.24;124.87
23.06.1995;141.46;162.54;132.27;127.38;127.25;147.6;143.43;135.01;118.79;124.87
26.06.1995;139.86;160.52;129.37;125.6;125.77;146.88;143.06;134.31;118.1;124.28
27.06.1995;139.82;160.55;129.03;125.27;125.68;146.64;142.51;133.38;117.65;124.05
28.06.1995;137.81;157.84;126.87;123.35;123.89;144.65;139.54;131.6;116.02;122.76
29.06.1995;140.05;159.67;129.31;124.77;125.43;146.84;140.8;133.33;117.16;124.47
30.06.1995;139.76;159.32;129.35;124.04;125.04;146.2;140.37;133.13;116.03;124.39
03.07.1995;140.71;160.64;130.4;124.85;125.91;146.84;141.56;134.19;116.7;125.01
04.07.1995;141.78;161.52;131.62;125.69;126.54;147.63;142;134.62;117.35;125.9
05.07.1995;142.44;162.61;132.68;126.6;127.34;148.15;142.68;135.24;118.08;126.97
06.07.1995;143.04;162.53;133.12;126.54;127.53;148.86;142.68;134.64;118.09;126.65
07.07.1995;144.63;164.3;135.56;127.96;128.86;150.02;144.89;136.18;119.46;127.9
10.07.1995;145.96;164.65;135.62;128.2;129.6;151.77;145.58;136.88;120.15;128.92
11.07.1995;146.68;164.84;135.54;127.54;129.51;152.91;145.86;136.65;119.35;128.82
12.07.1995;146.92;164.79;135.27;127.54;129.59;153.43;146.03;136.98;119.09;128.51
13.07.1995;148.77;165.58;135.75;128.61;130.78;155.72;147.19;137.84;120.18;130.1
14.07.1995;147.75;164.36;134.63;127.58;130.06;154.52;146.14;136.98;119.29;129.53
17.07.1995;148.04;164.65;135.17;127.78;130.46;154.56;146.38;137.18;119.23;129.84
18.07.1995;147.51;164.06;135.22;127.17;130.28;154.41;145.89;137.39;118.61;129.92
19.07.1995;148.15;164.54;135.44;127.24;130.56;155.44;146.26;138.26;118.88;130.6
20.07.1995;147.24;163.53;134.79;126.21;129.72;154.43;145.33;136.77;117.96;129.17
21.07.1995;147.33;163.91;135.02;126.52;129.72;154.91;145.76;136.58;118.27;129.17
24.07.1995;148.13;165.02;135.82;127.01;130.21;155.79;146.77;137.94;118.59;129.74
25.07.1995;148.82;165.07;135.57;126.97;130.37;156.63;147.11;137.8;118.81;130.24
26.07.1995;149.9;166.41;136.25;127.98;131.79;157.33;148.33;138.87;119.65;131.55
27.07.1995;150.33;166.72;136.66;128.12;132.27;157.51;148.45;139.46;119.82;131.93
28.07.1995;150.78;166.88;137.27;128.5;132.76;157.6;148.42;139.15;119.73;132.03
31.07.1995;150.05;166.2;136.97;127.99;132.2;157.17;147.47;138.4;119.12;131.31
01.08.1995;150.7;167.1;137.4;128.67;132.46;158.45;148.23;139.11;119.99;132.07
02.08.1995;150.58;167.1;138.55;128.9;132.75;158.14;147.9;139.65;119.93;132.04
03.08.1995;150.34;167.02;138.53;129.07;132.86;158.22;148.2;140.15;120.37;132.86
04.08.1995;149.73;166.86;138.72;128.93;132.7;157.38;147.35;140.29;120.14;132.7
07.08.1995;148.76;166.23;138.44;127.94;131.91;155.9;146.95;139.07;119.26;131.5
08.08.1995;148.45;165.84;138.1;127.57;131.21;155.64;147.16;139.1;118.97;131.07
09.08.1995;147.41;165.49;137.82;127.17;130.58;155.12;146.56;139.01;118.64;130.64
10.08.1995;146.47;164.74;136.8;126.15;129.99;153.65;145.91;137.62;117.52;129.77
11.08.1995;145.17;162.9;135.52;124.63;129.22;152.55;144.59;136.31;116.3;129.21
14.08.1995;143.81;162.04;134.91;123.87;128.59;151.28;144.33;136.15;115.81;128.33
15.08.1995;141.55;159.71;133.22;121.55;126.75;148.5;141.59;133.41;113.57;125.63
16.08.1995;142.58;161.01;133.41;122.1;127.15;150.21;143.24;133.76;113.77;126.32
17.08.1995;143.07;161.6;133.92;121.99;127.28;150.96;143.24;134.25;113.54;126.66
18.08.1995;143.12;161.93;134.73;122.13;127.41;150.64;143.26;135.28;113.5;127.41
21.08.1995;143.16;162.97;135.43;122.66;127.66;150.57;144.01;135.92;114.24;127.51
22.08.1995;141.77;161.4;134.28;121.66;127.05;149.06;142.28;134.16;113.03;126.3
23.08.1995;142.2;161.3;135.05;121.63;127.56;149.64;142.45;134.96;112.73;126.64
24.08.1995;142.44;161.43;135.41;121.85;127.46;150.28;142.37;135.43;112.9;126.39
25.08.1995;142.12;161.31;135.57;121.99;127.65;149.79;141.44;134.9;112.75;125.92
28.08.1995;142.13;160.89;135.27;121.42;127.67;149.58;140.52;133.96;111.85;125.57
29.08.1995;140.59;159.43;133.91;120.31;126.65;147.69;139.79;133;110.89;124.53
30.08.1995;140.87;159.96;134.3;121.1;126.91;148.12;140.78;134.36;111.62;125.08
31.08.1995;140.74;159.42;133.84;120.98;126.62;148.53;140.4;134.27;111.26;124.56
01.09.1995;140.9;160.59;135.13;121.73;127.1;148.48;141.39;134.67;111.65;124.58
04.09.1995;141.72;161.21;135.98;122.09;127.43;149.61;141.9;135.57;111.99;125.03
05.09.1995;142.93;161.81;136.67;122.78;128.13;150.59;142.32;136.14;112.44;125.69
06.09.1995;142.96;161.65;136.74;122.59;127.74;149.8;141.52;135.2;111.81;124.63
07.09.1995;142.75;161.08;136.31;121.72;127.24;149.09;141.06;134.28;110.93;123.78
08.09.1995;143.07;160.73;137;122.07;127.63;149.17;140.56;135.08;111.23;123.68
11.09.1995;143.32;160.48;136.47;122.36;127.75;149.8;140.27;135.55;111.4;123.9
12.09.1995;143.61;160.44;135.76;122.71;127.88;149.82;140.58;135.14;111.9;123.93
13.09.1995;143.08;160.85;135.89;122.86;127.53;148.87;140.55;134.52;111.54;123.33
14.09.1995;143.03;161.41;135.66;123.58;127.52;149.17;141.46;134.91;112;124.03
15.09.1995;143.71;161.77;136.02;123.89;127.87;149.86;141.65;135.26;112.05;124.17
18.09.1995;143.33;161.41;135.16;123.77;127.04;149.64;142.04;135.13;112.26;123.86
19.09.1995;143.1;162.01;134.79;124.15;127.23;149.2;142.27;135.21;112.26;123.43
20.09.1995;143.98;163.71;135.66;125.94;128.15;150.57;143.89;136.04;113.76;124.03
21.09.1995;146.89;167.36;139.32;129.1;130.43;153.38;146.74;139.89;116.08;126.14
22.09.1995;143.11;163.37;136.13;126.25;127.85;148.88;142.56;136.6;113.26;122.99
25.09.1995;142.6;163.05;135.71;125.53;127.16;148.06;141.88;136.23;112.05;122.06
26.09.1995;143.18;163.5;136.16;125.95;127.76;148.84;142.72;137.42;112.58;122.8
27.09.1995;142.24;163.23;135.84;125.46;127.43;147.65;142.29;137.3;112.23;122.45
28.09.1995;141.98;163.57;135.4;124.71;126.96;147.26;142;136.91;111.38;121.74
29.09.1995;142.34;164.57;136.11;125.16;128;147.37;142.62;137.92;111.49;122.36
02.10.1995;143.18;164.96;136.7;125.67;128.11;148.11;142.65;137.53;111.65;121.79
03.10.1995;142.45;164.29;136.57;124.9;127.54;146.97;141.89;137.67;110.76;120.75
04.10.1995;142.85;164.59;136.84;125.36;127.74;147.32;141.87;137.79;111.5;120.89
05.10.1995;143.17;165.44;137.1;126.38;128.08;148.27;142.85;138.71;112.29;121.07
06.10.1995;141.5;164.29;136.19;125.36;127.2;146.2;141.5;137.63;111.01;119.84
09.10.1995;141.25;163.85;135.6;126.26;126.67;146.54;141.12;137.47;111.16;119.65
10.10.1995;139.1;161.86;133.33;124.78;124.3;144.31;139.91;135.77;110.22;117.75
11.10.1995;139.71;162.43;133.51;124.97;124.33;145.4;140.24;136.21;110.12;117.6
12.10.1995;141.38;164.41;135.64;126.38;125.75;146.69;141.56;137.48;111.12;119.11
13.10.1995;141.92;164.84;137.01;127.08;125.88;147.52;141.69;137.71;111.53;119.04
16.10.1995;141.8;164.11;135.95;127.05;125.87;147.52;140.75;136.51;111.27;118.88
17.10.1995;142.55;163.74;135.65;127.25;126;148.42;140.29;136.12;111.37;118.51
18.10.1995;141.67;163.39;135.52;127.69;125.62;146.8;139.86;135.21;111.09;117.39
19.10.1995;142.05;163.5;136.36;128.58;126.05;147.3;140.38;136.61;111.91;117.56
20.10.1995;141.65;162.89;135.34;128.21;125.58;147.03;140.1;136.85;111.83;117.11
23.10.1995;140.06;161.26;134.45;126.53;124.7;145.14;138.28;135.86;110.33;115.9
24.10.1995;140.43;160.87;134.36;126.62;124.34;145.83;137.7;135.57;110.32;115.33
25.10.1995;142.21;161.97;134.45;127.91;124.96;148.58;139.59;136.19;111.84;116.78
26.10.1995;141.09;161.91;134.18;127.88;124.26;147.48;139.12;135.62;111.94;116.51
27.10.1995;138.44;159.64;132.8;125.98;122.9;143.93;137.12;133.81;110.24;115.1
30.10.1995;140.58;161.44;133.91;127.16;124.12;146.78;139.48;135.69;111.67;117.05
31.10.1995;141.05;162.69;134.94;128.68;124.94;147.67;140.52;136.81;112.95;118.3
01.11.1995;140.54;162.07;133.54;128.34;124.37;146.82;139.86;136.17;112.34;117.61
02.11.1995;140.46;162.45;132.79;129.02;124.37;146.17;140.47;135.95;113.3;117.75
03.11.1995;140.46;162.41;132.39;129.73;124.66;146.24;141.2;136.2;113.98;118.25
06.11.1995;140.28;162.21;132.81;129.14;124.24;145.5;140.48;135.8;113.43;117.83
07.11.1995;139.91;162.42;133.24;129.96;124.49;144.69;141.41;136.34;114.11;118.64
08.11.1995;138.87;162.54;133.51;130.45;124.28;143.48;141.5;135.62;114.73;118.74
09.11.1995;139.83;162.79;133.76;131.22;124.78;145.06;142.07;135.44;115.53;119.11
10.11.1995;138.35;160.89;132.7;129.61;123.31;143.77;140.74;134.32;114.43;117.56
13.11.1995;138.11;160.44;132.5;129.29;123.06;143.48;140.6;134.47;114.22;117.41
14.11.1995;138.22;161.2;133.56;130.22;123.57;144;141.17;136.03;115.18;117.87
15.11.1995;138.41;161.3;134.8;131.3;124.1;144.41;141.06;137.07;116.53;118.92
16.11.1995;139.44;162.65;135.63;133.2;125.01;145.65;141.95;137.1;118.26;120.01
17.11.1995;139.29;161.99;134.09;133.39;124.82;145.97;141.61;136.19;118.59;119.87
20.11.1995;139.78;163.36;134.87;134.27;125.22;147.02;142.56;136.14;119.03;119.87
21.11.1995;138.47;162.94;134.39;133.6;124.83;145.38;141.58;135.48;118.13;119.61
22.11.1995;138.51;163.49;135.19;134.3;125.15;144.39;141.86;135.17;118.06;119.01
23.11.1995;138.63;162.78;134.95;133.85;124.95;144.75;141.57;134.65;117.78;118.92
24.11.1995;139.03;162.61;136.31;134.27;125.27;145.08;141.41;135.69;118.25;119.39
27.11.1995;139.34;161.94;136.37;133.99;124.48;145.28;140.79;135.85;118.11;118.33
28.11.1995;139.43;161.71;135.51;133.5;124.07;145.9;140.77;135.13;117.96;118.2
29.11.1995;139.19;160.6;134.71;132.69;123.52;145.88;139.74;134.49;117.22;117.3
30.11.1995;137.86;159.88;133.94;131.75;122.45;144.6;138.03;132.89;115.95;115.4
01.12.1995;138.24;160.31;134.5;132.57;122.65;145.16;138.56;133.29;116.58;115.7
04.12.1995;138.01;159.84;134.63;132.58;121.82;144.71;137.38;133;116.12;114.68
05.12.1995;138.99;161.58;136.19;133.94;122.69;146.07;139.18;135.04;117.66;115.93
06.12.1995;138.57;161.98;135.91;133.86;122.33;145.48;139.28;135.11;117.61;115.4
07.12.1995;137.76;161.35;134.34;133.14;121.51;145.26;139.37;134.64;117.6;115
08.12.1995;137.09;161.63;134.01;132.96;121.34;145.15;140.07;133.9;117.86;115.3
11.12.1995;137.03;162.29;135.13;133.33;120.93;144.91;140.41;134.54;118.02;115.16
12.12.1995;136.93;162.69;135.04;133.63;121.06;144.78;140.97;134.61;118.64;115.07
13.12.1995;135.86;162.54;134.55;133.4;120.42;143.29;139.6;133.26;118.06;113.44
14.12.1995;137.14;164.68;135.82;135.21;121.75;145.11;142.52;136.25;120.02;115.31
15.12.1995;136.17;163.58;134.74;134.96;121.23;144.03;141.7;135.93;119.99;114.73
18.12.1995;136.22;163.63;134.76;134.26;120.91;144.5;141.89;136.18;119.74;114.36
19.12.1995;134.39;161.12;133.62;132.49;119.54;142.28;139.38;135.01;118.05;112.59
20.12.1995;136.62;162.5;134.48;133.94;120.72;144.92;140.75;136.24;119.72;113.77
21.12.1995;137.2;162.61;135.05;133.79;120.61;145.67;140.73;136.45;119.66;113.44
22.12.1995;138.75;164.48;136.43;135.09;121.87;147.36;142.46;138.19;120.91;114.95
25.12.1995;138.79;164.56;136.5;135.15;121.95;147.38;142.47;138.21;120.93;114.98
26.12.1995;139.3;165.31;137.54;135.64;122.64;147.49;142.57;138.39;121.06;115.23
27.12.1995;139.97;166.21;138;136.21;123.4;147.94;143.22;138.92;121.68;115.86
28.12.1995;139.16;165.48;137.47;135.84;122.98;147.25;142.79;138.42;121.05;115.62
29.12.1995;139;166.04;138.01;135.92;123.36;146.67;143.25;138.75;121.04;115.36
02.01.1996;140.93;167.2;139.33;137.22;124.26;149.3;144.98;140.95;122.86;117.32
03.01.1996;142.5;168.69;140.4;138.5;125.67;151.07;146.12;142.7;123.64;118.96
04.01.1996;142.72;169.25;140.81;138.16;126.19;150.97;146.12;143.66;123.19;119.59
05.01.1996;142.93;168.94;140.57;137.77;126.23;151.13;146.37;143.97;123.06;119.46
08.01.1996;142.57;169.12;141.23;137.64;126.08;150.61;146.48;144.36;122.91;119.32
09.01.1996;142.86;169.11;140.85;137.27;125.96;151.96;147.45;144.44;123.07;120.16
10.01.1996;142.46;168.32;139.92;136.45;125.42;152.26;147.13;144.4;122.37;119.72
11.01.1996;141.95;166.5;139.51;135.36;124.61;151.77;145.23;143.33;121.45;118.04
12.01.1996;143.07;167.2;140.1;136.07;125.22;153.33;146.62;143.74;122.1;118.98
15.01.1996;143.12;167.22;140.6;135.08;125.04;153.65;146.82;144.05;121.3;118.85
16.01.1996;143.34;167.52;141.72;134.84;124.9;154.24;146.77;144.23;120.67;118.83
17.01.1996;141.79;167.04;140.66;133.97;123.72;153.02;147.46;144.14;120.41;118.55
18.01.1996;142.06;167.69;141.18;134.76;123.98;153.04;148.11;143.55;120.69;118.41
19.01.1996;142.07;167.56;140.79;134.6;123.82;153.21;149.26;144.58;120.86;118.85
22.01.1996;141.77;168.17;140.9;134.14;123.81;152.45;149.75;144.8;120.33;118.77
23.01.1996;141.24;167.63;140.21;133.12;123.23;151.93;148.32;143.65;119.23;117.8
24.01.1996;142.23;168.82;140.8;133.33;123.84;153.24;150.39;143.61;119.73;118.41
25.01.1996;141.45;167.91;140.17;132.71;123.47;152.89;150.09;143.3;119.59;118.11
26.01.1996;140.71;166.61;139.56;131.95;122.93;151.88;149.21;142.33;118.99;118.24
29.01.1996;141.76;167.69;140.53;132.49;123.58;153.41;150.71;144.25;119.83;119.35
30.01.1996;141.58;167.89;140.37;132.13;124.14;152.95;150.83;144.03;119.74;120.1
31.01.1996;144.15;168.94;141.92;133.52;125.95;155.76;151.94;146.08;121;121.92
01.02.1996;145.64;169.14;141.88;134.19;126.79;157.25;151.83;145.77;121.43;122.57
02.02.1996;146.82;169.49;142.82;134.12;127.41;157.76;151.92;146.49;121.47;122.75
05.02.1996;146.66;169.54;142.98;133.87;127.44;157.38;151.81;146.51;120.98;122.52
06.02.1996;147.2;169.56;143.23;134.1;127.89;157.95;151.83;146.63;120.83;122.84
07.02.1996;147.79;168.97;142.77;133.47;127.92;159.4;151.28;146.37;120.28;123.21
08.02.1996;146.54;168.45;142.18;132.63;127.32;158.11;150.93;145.3;119.45;122.3
09.02.1996;145.58;168.25;141.9;132.29;127.27;156.79;150.57;145.02;119.5;121.97
12.02.1996;145.78;168.52;141.79;132.48;127.69;156.8;150.74;145.05;119.79;122.09
13.02.1996;146.65;169.67;143.52;133.53;128.57;157.51;151.79;146.46;120.53;122.75
14.02.1996;146.37;169.5;143.91;133.71;128.96;157.34;151.32;146.39;120.19;122.36
15.02.1996;146.2;169.63;144.88;134.28;129.02;157.18;150.77;147.14;119.99;122.32
16.02.1996;146.97;171.4;146.11;135.16;130.2;158.31;152.76;147.89;120.55;123.48
19.02.1996;146.41;170.05;145.08;134.51;129.91;157.71;152.08;147.66;119.64;123.44
20.02.1996;145.79;168.54;143.54;133.29;128.98;156.62;150.56;146.78;118.62;122.5
21.02.1996;146.66;168.72;144.07;133.65;129.45;157.34;150.96;147.88;119.24;122.84
22.02.1996;148.41;170.02;145.28;134.47;130.42;159.3;152.33;149.64;120.23;123.38
23.02.1996;150.63;171.11;145.1;135.57;131.82;162.11;153.94;151.01;121.48;125.43
26.02.1996;150.01;170.04;144.14;134.06;131.25;161.79;152.93;149.81;120.74;124.66
27.02.1996;150.47;170.85;144.41;134.49;131.77;161.82;153.42;149.88;120.97;124.94
28.02.1996;150.65;171.68;144.29;134.73;132.02;161.81;154.23;150.53;121.25;125.39
29.02.1996;149.92;170.72;143.91;134.08;131.24;160.97;153.19;150.17;120.76;125.13
01.03.1996;150.35;171.19;144.85;135.15;132.01;161.58;154.05;151.19;121.79;126.31
04.03.1996;150.48;171.41;145.75;134.7;131.96;161.53;153.34;151.32;120.98;125.95
05.03.1996;150.77;171.34;146.57;134.55;132.06;161.67;153.49;151.61;120.91;125.83
06.03.1996;150.26;170.99;146.45;134.24;131.64;160.84;153.48;151.46;120.35;125.27
07.03.1996;151.33;171.24;147.58;133.88;131.54;162.7;153.74;153.23;120.47;124.71
08.03.1996;150.79;168.42;144.94;131.73;129.49;162.85;150.88;150.44;118.49;122.33
11.03.1996;149.19;167.42;144.05;129.66;128.81;160.19;149.45;149.67;116.51;121.29
12.03.1996;150.79;168.14;144.34;129.68;129.47;162.17;150.49;150.94;117.01;121.95
13.03.1996;151.39;168.5;145.05;130.14;130.15;162.56;151.4;151.69;117.38;122.65
14.03.1996;151.87;169.81;146.24;130.8;130.72;162.99;152.32;152.41;117.61;122.7
15.03.1996;153.8;169.35;145.27;130.16;130.55;166.26;152.51;151.95;117.47;122.66
18.03.1996;154.3;169.88;146.14;131.02;131.44;166.36;152.79;153.21;117.58;123.4
19.03.1996;156.16;170.83;147.11;131.98;132.59;168.42;154.01;154.13;118.51;124.42
20.03.1996;156.05;171.11;147.54;132.18;133;167.68;153.66;154.25;118.62;124.34
21.03.1996;155.44;171.01;147.6;132.43;132.68;167.23;153.48;154.4;118.98;123.98
22.03.1996;156.27;171.33;147.97;132.57;132.97;168.62;153.83;154.5;118.87;123.84
25.03.1996;155.61;171.12;147.03;132.37;132.73;168.43;155.07;155.81;119.32;124.77
26.03.1996;154.48;170.64;146.4;131.59;132.31;167.5;154.94;155.53;119.05;124.42
27.03.1996;155.28;170.88;146.8;131.64;132.48;168.31;155.76;156.69;119.07;125.01
28.03.1996;155.25;171.05;148.08;131.76;132.94;168.22;155.62;158.56;119.39;125.77
29.03.1996;154.57;171.44;149.47;131.97;133.33;166.95;156.43;160.57;119.59;126.04
01.04.1996;153.92;171.14;150.32;132.43;133;166.02;156.35;161.77;120.1;126.07
02.04.1996;155.11;171.67;151.01;133.01;133.26;167.71;156.31;162.01;120.69;125.89
03.04.1996;154.68;170.82;151.62;132.7;133.09;167.44;155.61;162.16;120.62;125.6
04.04.1996;155.26;172.14;153.96;133.43;133.62;167.84;156.54;163.21;121.19;125.54
05.04.1996;155.05;171.77;153.64;133.19;133.42;167.55;156.1;162.61;120.98;125.16
08.04.1996;155.16;171.89;153.79;133.19;133.52;167.65;156.22;162.85;120.9;125.18
09.04.1996;154;170.35;153.38;132.12;132.49;166.6;155.15;162.57;119.91;124.38
10.04.1996;155.86;171.22;154.29;132.58;133.26;168.86;157.18;164.04;120.74;125.73
11.04.1996;154.79;169.88;153.35;131.51;133.04;167.03;156.14;162.05;119.67;125.18
12.04.1996;154.51;170.16;153.72;131.39;133.62;165.9;155.83;161.74;119.27;125.13
15.04.1996;154.93;170.5;153.68;131.52;133.58;166.6;156.32;162.08;119.51;125.29
16.04.1996;155.67;171.94;155.16;131.97;134.39;167.06;157.16;163.54;119.36;125.46
17.04.1996;155.97;171.79;154.45;131.46;134.25;167.47;156.61;162.4;118.94;125.05
18.04.1996;157.14;173.1;155.88;132.14;135.44;168.69;157.46;163.52;119.5;125.87
19.04.1996;157.14;173.33;157.33;132.48;135.9;168.02;156.9;163.79;119.48;125.37
22.04.1996;157.48;174.35;156.7;132.98;136.32;168.54;158.79;164.98;120.18;126.06
23.04.1996;157.32;174.2;156.24;132.47;136;168.24;158.79;165.05;119.83;125.82
24.04.1996;157.3;174.37;156.43;132.43;136.06;168.4;158.87;165.26;119.79;125.85
25.04.1996;155.59;172.69;155.09;131.73;135.61;166.48;157.32;163.15;119.08;124.73
26.04.1996;156.59;173.6;155.82;132.75;136.7;167.8;158.2;164.3;120.03;124.95
29.04.1996;155.25;172.32;154.71;132.13;135.63;166.17;157.11;164.51;119.86;124.39
30.04.1996;154.4;172.49;154.6;131.78;135.06;164.88;157.25;164.83;119.52;123.9
01.05.1996;153.64;171.41;153.04;131.17;134.31;164.35;156.72;164.2;119.35;123.53
02.05.1996;153.74;172.69;153.27;131.63;134.78;164.31;157.91;165.62;119.82;124.05
03.05.1996;153;171.45;152.45;131.33;134.31;162.71;155.93;164.42;118.86;123.23
06.05.1996;153.03;171.16;152.46;131.61;134.4;162.64;155.11;164.16;119.23;123.01
07.05.1996;153.37;171.15;152.68;131.74;134.78;163.3;155.27;164.28;119.56;123.55
08.05.1996;153.2;171.4;153.62;131.66;135.09;162.97;155.36;164.32;119.27;123.86
09.05.1996;152.9;170.42;153.84;131.33;135.03;162.42;154.89;163.44;118.71;123.59
10.05.1996;151.48;170.57;154.77;131.37;135.35;160.79;154.65;163.44;118.43;123.61
13.05.1996;150.92;170.21;154.33;131.04;134.89;160.81;154.44;163.6;118.4;123.33
14.05.1996;152.19;170.83;155.54;131.83;135.36;162.43;155.69;164.56;118.97;123.96
15.05.1996;152.72;170.8;155.58;131.94;135.56;163.36;155.69;165.22;118.85;124.77
16.05.1996;152.6;170.51;154.59;131.82;135.22;163.44;155.57;165.29;118.63;124.65
17.05.1996;153.35;171.14;155.54;132.48;135.79;164.14;156.04;166.14;118.96;125.26
20.05.1996;153.48;171.36;155.72;131.93;135.8;164.59;156.45;166.72;119.06;125.13
21.05.1996;153.64;171.17;156.48;131.39;135.29;165.83;156.37;167.06;118.77;124.99
22.05.1996;153;170.39;155.85;130.12;134.45;165.36;155.74;165.53;117.99;124.06
23.05.1996;153.32;171.03;156.15;129.89;134.89;165.55;156.43;166.2;117.75;124.64
24.05.1996;153.01;171.19;156.3;129.93;134.47;164.99;156.39;166.58;117.53;124.55
27.05.1996;153.08;171.26;156.23;129.97;134.5;165.16;156.61;166.69;117.62;124.71
28.05.1996;153.39;171.38;156.63;130.06;134.85;165.4;156.46;167.91;117.65;125.26
29.05.1996;153.85;172.52;158.25;130.73;135.55;165.5;156.51;168.22;117.81;125.85
