,StartDate,EndDate,Date,const,szgrowth(-1)+,szgrowth(-1),const-p,szgrowth(-1)+p,szgrowth(-1)p,rsquared,rsquared_adj
112,2015-06-01,2016-11-01,2016-03-01,0.2196712679590572,-0.019167676522461846,0.017566002613357737,0.0733884998482921,0.5477294886606783,0.20132153511103726,0.1191103829672363,0.0016584340295344724
113,2015-07-01,2016-12-01,2016-04-01,0.2541305998538968,-0.018650570911981627,0.020023637000709908,0.03271703313906712,0.533150048276519,0.12685447057072383,0.17569023518216031,0.0657822665397817
114,2015-08-01,2017-01-01,2016-05-01,0.2906658698090563,-0.022557522737034895,0.01918861445535369,0.013203329949709604,0.43627442079602063,0.13268169473658975,0.15571773396702882,0.043146765162632716
115,2015-09-01,2017-02-01,2016-06-01,0.29968790013866486,-0.02115648133918347,0.017172614153936602,0.008694094146067822,0.4660238239397396,0.2034039770503677,0.1099233276213869,-0.00875356202909483
116,2015-10-01,2017-03-01,2016-07-01,0.333481784384602,-0.021214900575155744,0.016082380154491944,0.005432570306162003,0.49397549341793334,0.29112532961788506,0.07464625314481299,-0.04873424643587865
117,2015-11-01,2017-04-01,2016-08-01,0.425762180761577,-0.0354011049095806,0.01741047449502882,0.0007854165643967944,0.2573569826484499,0.2584754888840623,0.0979031186906858,-0.022376465483889385
118,2015-12-01,2017-05-01,2016-09-01,0.45225712648525906,-0.024912412851916668,0.01705883018850645,0.0006628983588511787,0.5050339870977927,0.2962904994905793,0.07244758500538995,-0.051226070327224704
119,2016-01-01,2017-06-01,2016-10-01,0.5286331169552136,-0.03644809216355914,0.021435685367558865,7.242116612697584e-05,0.2988465626155811,0.169403365049419,0.12375073728861918,0.006917502260435082
120,2016-02-01,2017-07-01,2016-11-01,0.5674866254961721,-0.03626363227606767,0.024123570460105624,7.508662111250648e-06,0.23903145134585463,0.08241206233315201,0.18767273851935928,0.07936243698860723
121,2016-03-01,2017-08-01,2016-12-01,0.5439576320110816,-0.01864706569612891,0.009119073572082373,0.0001558790527086221,0.8064771803504562,0.8785014501913162,0.008843994525141397,-0.12331013953817305
122,2016-04-01,2017-09-01,2017-01-01,0.5405789663281009,-0.006511332280640471,-0.005174544840558119,0.00012180639388685318,0.9302306755298482,0.9294381037359732,0.021032576437968964,-0.1094964133703018
123,2016-05-01,2017-10-01,2017-02-01,0.47446846441266344,0.041188420837142956,-0.02734617060035663,0.0025750404313358826,0.7031280391705708,0.6814148844546858,0.01155696096022929,-0.12023544424507349
124,2016-06-01,2017-11-01,2017-03-01,0.4937528489352379,0.04613002255987571,-0.03797378046929464,0.0011003878842181297,0.652854314922901,0.5537133694268332,0.02701853055152459,-0.10271233204160546
125,2016-07-01,2017-12-01,2017-04-01,0.5533161413866273,0.008352716687994213,-0.020268338241452924,0.00038019815000341756,0.9323082594004909,0.7332745603358128,0.02915005087753464,-0.10029660900546067
126,2016-08-01,2018-01-01,2017-05-01,0.611037121890976,-0.030318444123045338,0.0016529370482388367,4.4139051529919714e-05,0.7296296989260744,0.9752909706695381,0.0419738824382645,-0.08576293323663364
127,2016-09-01,2018-02-01,2017-06-01,0.6355534923439078,-0.04730321340421916,0.010490345745562263,2.0737451033722017e-05,0.558382896342405,0.8407550166815653,0.0768114898900043,-0.04628031145799505
128,2016-10-01,2018-03-01,2017-07-01,0.6450842741196519,-0.06795670517845667,0.018215498785945278,3.3809015914860005e-06,0.26256810479462034,0.585011999150373,0.1316201672123406,0.015836189507319354
129,2016-11-01,2018-04-01,2017-08-01,0.6419403353070188,-0.06752906889215937,0.0186959134938827,3.4757363027925207e-06,0.26312459602146887,0.5722322638368298,0.12740585260834258,0.011059966289454937
130,2016-12-01,2018-05-01,2017-09-01,0.6499355038262267,-0.07204079057202463,0.014480271834917596,2.9234157531535875e-06,0.23830928023005385,0.6608211855600674,0.17437694670266668,0.06429387292968891
131,2017-01-01,2018-06-01,2017-10-01,0.7182282928184385,-0.1082046339804609,0.03258432480769592,2.246636295597735e-06,0.1392068214646224,0.37710494328358757,0.16696706101000114,0.055896002478001305
132,2017-02-01,2018-07-01,2017-11-01,0.6444760716673671,-0.014621896484479577,-0.03717156989861506,1.0448149056196878e-05,0.8267714577810052,0.23299995268795515,0.2618318847759763,0.16340946941277312
133,2017-03-01,2018-08-01,2017-12-01,0.7711049910701223,-0.055079325526880746,-0.011447751907116763,9.043300617566177e-05,0.5793655873792651,0.7995746374517251,0.09420257597259707,-0.02657041389772319
134,2017-04-01,2018-09-01,2018-01-01,0.7635570918404829,-0.04264198982620035,-0.02856967127375811,0.00014619734170690174,0.6775052693718283,0.521258011972123,0.1418861217299725,0.02747093796063549
