日期,新建商品住宅销售价格指数(上月=100),城市,类别123,类别0123,date,销售价格变动,hp
2013年3月,100.9,牡丹江,3,3,2013-03-01,0.009000000000000119,1.4876730722460196
2013年2月,100.8,牡丹江,3,3,2013-02-01,0.008000000000000007,1.4744034412745486
2013年1月,100.0,牡丹江,3,3,2013-01-01,0.0,1.4627018266612586
2012年12月,99.9,牡丹江,3,3,2012-12-01,-0.0009999999999998899,1.4627018266612586
2012年11月,100.4,牡丹江,3,3,2012-11-01,0.0040000000000000036,1.4641659926539123
2012年10月,100.0,牡丹江,3,3,2012-10-01,0.0,1.4583326620058887
2012年9月,99.8,牡丹江,3,3,2012-09-01,-0.0020000000000000018,1.4583326620058887
2012年8月,99.8,牡丹江,3,3,2012-08-01,-0.0020000000000000018,1.46125517235059
2012年7月,100.1,牡丹江,3,3,2012-07-01,0.0009999999999998899,1.464183539429449
2012年6月,100.1,牡丹江,3,3,2012-06-01,0.0009999999999998899,1.4627208186108382
2012年5月,100.0,牡丹江,3,3,2012-05-01,0.0,1.4612595590517867
2012年4月,99.7,牡丹江,3,3,2012-04-01,-0.0030000000000000027,1.4612595590517867
2012年3月,100.0,牡丹江,3,3,2012-03-01,0.0,1.4656565286377
2012年2月,99.9,牡丹江,3,3,2012-02-01,-0.0009999999999998899,1.4656565286377
2012年1月,100.0,牡丹江,3,3,2012-01-01,0.0,1.4671236522899898
2011年12月,100.0,牡丹江,3,3,2011-12-01,0.0,1.4671236522899898
2011年11月,100.0,牡丹江,3,3,2011-11-01,0.0,1.4671236522899898
2011年10月,99.9,牡丹江,3,3,2011-10-01,-0.0009999999999998899,1.4671236522899898
2011年9月,100.0,牡丹江,3,3,2011-09-01,0.0,1.468592244534524
2011年8月,99.8,牡丹江,3,3,2011-08-01,-0.0020000000000000018,1.468592244534524
2011年7月,100.2,牡丹江,3,3,2011-07-01,0.0020000000000000018,1.4715353151648538
2011年6月,100.1,牡丹江,3,3,2011-06-01,0.0009999999999998899,1.4685981189269999
2011年5月,100.3,牡丹江,3,3,2011-05-01,0.0029999999999998916,1.467130987939061
2011年4月,99.4,牡丹江,3,3,2011-04-01,-0.005999999999999894,1.462742759660081
2011年3月,100.0,牡丹江,3,3,2011-03-01,0.0,1.4715721928169827
2011年2月,100.7,牡丹江,3,3,2011-02-01,0.007000000000000117,1.4715721928169827
2011年1月,101.5,牡丹江,3,3,2011-01-01,0.014999999999999902,1.4613427932641336
2010年12月,101.4,牡丹江,3,3,2010-12-01,0.014000000000000012,1.4397465943489003
2010年11月,100.9,牡丹江,3,3,2010-11-01,0.009000000000000119,1.419868436241519
2010年10月,100.6,牡丹江,3,3,2010-10-01,0.006000000000000005,1.4072036038072535
2010年9月,101.0,牡丹江,3,3,2010-09-01,0.010000000000000009,1.3988107393710274
2010年8月,100.7,牡丹江,3,3,2010-08-01,0.007000000000000117,1.3849611280901262
2010年7月,100.2,牡丹江,3,3,2010-07-01,0.0020000000000000018,1.3753337915492811
2010年6月,100.4,牡丹江,3,3,2010-06-01,0.0040000000000000036,1.3725886143206398
2010年5月,101.1,牡丹江,3,3,2010-05-01,0.010999999999999899,1.367120133785498
2010年4月,100.3,牡丹江,3,3,2010-04-01,0.0029999999999998916,1.352245434011373
2010年3月,100.5,牡丹江,3,3,2010-03-01,0.004999999999999893,1.3482008315168226
2010年2月,100.3,牡丹江,3,3,2010-02-01,0.0029999999999998916,1.341493364693356
2010年1月,100.3,牡丹江,3,3,2010-01-01,0.0029999999999998916,1.3374809219275734
2009年12月,100.6,牡丹江,3,3,2009-12-01,0.006000000000000005,1.3334804804861151
2009年11月,100.4,牡丹江,3,3,2009-11-01,0.0040000000000000036,1.3255273165865955
2009年10月,101.6,牡丹江,3,3,2009-10-01,0.016000000000000014,1.3202463312615493
2009年9月,100.8,牡丹江,3,3,2009-09-01,0.008000000000000007,1.2994550504542808
2009年8月,100.8,牡丹江,3,3,2009-08-01,0.008000000000000007,1.289141915133215
2009年7月,100.9,牡丹江,3,3,2009-07-01,0.009000000000000119,1.2789106300924753
2009年6月,100.4,牡丹江,3,3,2009-06-01,0.0040000000000000036,1.2675031021729188
2009年5月,100.8,牡丹江,3,3,2009-05-01,0.008000000000000007,1.2624532890168514
2009年4月,100.2,牡丹江,3,3,2009-04-01,0.0020000000000000018,1.2524338184690986
2009年3月,100.1,牡丹江,3,3,2009-03-01,0.0009999999999998899,1.2499339505679627
2009年2月,100.0,牡丹江,3,3,2009-02-01,0.0,1.2486852653026603
2009年1月,100.0,牡丹江,3,3,2009-01-01,0.0,1.2486852653026603
2008年12月,100.0,牡丹江,3,3,2008-12-01,0.0,1.2486852653026603
2008年11月,100.0,牡丹江,3,3,2008-11-01,0.0,1.2486852653026603
2008年10月,100.1,牡丹江,3,3,2008-10-01,0.0009999999999998899,1.2486852653026603
2008年9月,100.5,牡丹江,3,3,2008-09-01,0.004999999999999893,1.2474378274751854
2008年8月,100.0,牡丹江,3,3,2008-08-01,0.0,1.2412316691295378
2008年7月,101.0,牡丹江,3,3,2008-07-01,0.010000000000000009,1.2412316691295378
2008年6月,100.4,牡丹江,3,3,2008-06-01,0.0040000000000000036,1.2289422466629087
2008年5月,100.1,牡丹江,3,3,2008-05-01,0.0009999999999998899,1.2240460624132556
2008年4月,100.1,牡丹江,3,3,2008-04-01,0.0009999999999998899,1.2228232391740816
2008年3月,100.8,牡丹江,3,3,2008-03-01,0.008000000000000007,1.2216016375365453
2008年2月,100.1,牡丹江,3,3,2008-02-01,0.0009999999999998899,1.2119063864449853
2008年1月,100.1,牡丹江,3,3,2008-01-01,0.0009999999999998899,1.2106956907542312
2007年12月,100.7,牡丹江,3,3,2007-12-01,0.007000000000000117,1.2094862045496817
2007年11月,103.1,牡丹江,3,3,2007-11-01,0.030999999999999917,1.2010786539718785
2007年10月,101.3,牡丹江,3,3,2007-10-01,0.0129999999999999,1.164964746820445
2007年9月,101.9,牡丹江,3,3,2007-09-01,0.019000000000000128,1.1500145575720089
2007年8月,99.8,牡丹江,3,3,2007-08-01,-0.0020000000000000018,1.1285716953601657
2007年7月,100.8,牡丹江,3,3,2007-07-01,0.008000000000000007,1.1308333620843343
2007年6月,101.6,牡丹江,3,3,2007-06-01,0.016000000000000014,1.121858494131284
2007年5月,100.8,牡丹江,3,3,2007-05-01,0.008000000000000007,1.1041914312315786
2007年4月,101.2,牡丹江,3,3,2007-04-01,0.01200000000000001,1.095428007174185
2007年3月,101.0,牡丹江,3,3,2007-03-01,0.010000000000000009,1.0824387422669812
2007年2月,99.0,牡丹江,3,3,2007-02-01,-0.010000000000000009,1.071721526997011
2007年1月,100.9,牡丹江,3,3,2007-01-01,0.009000000000000119,1.0825469969666779
2006年12月,100.7,牡丹江,3,3,2006-12-01,0.007000000000000117,1.0728909781632088
2006年11月,100.8,牡丹江,3,3,2006-11-01,0.008000000000000007,1.0654329475304951
2006年10月,102.0,牡丹江,3,3,2006-10-01,0.020000000000000018,1.0569771304866022
2006年9月,99.7,牡丹江,3,3,2006-09-01,-0.0030000000000000027,1.0362520887123552
2006年8月,99.7,牡丹江,3,3,2006-08-01,-0.0030000000000000027,1.039370199310286
2006年7月,100.3,牡丹江,3,3,2006-07-01,0.0029999999999998916,1.0424976923874483
2006年6月,101.4,牡丹江,3,3,2006-06-01,0.014000000000000012,1.0393795537262696
2006年5月,101.6,牡丹江,3,3,2006-05-01,0.016000000000000014,1.0250291456866563
2006年4月,101.2,牡丹江,3,3,2006-04-01,0.01200000000000001,1.0088869544160002
2006年3月,100.6,牡丹江,3,3,2006-03-01,0.006000000000000005,0.9969238680000001
2006年2月,98.9,牡丹江,3,3,2006-02-01,-0.010999999999999899,0.9909780000000001
2006年1月,100.2,牡丹江,3,3,2006-01-01,0.0020000000000000018,1.002
2019年9月,100.9,石家庄,2,2,2019-09-01,0.009000000000000119,2.462190844666284
2019年8月,101.4,石家庄,2,2,2019-08-01,0.014000000000000012,2.4402287855959206
2019年7月,100.0,石家庄,2,2,2019-07-01,0.0,2.4065372639013023
2019年6月,101.0,石家庄,2,2,2019-06-01,0.010000000000000009,2.4065372639013023
2019年5月,101.2,石家庄,2,2,2019-05-01,0.01200000000000001,2.382710162278517
2019年4月,100.5,石家庄,2,2,2019-04-01,0.004999999999999893,2.3544566820933963
2019年3月,101.3,石家庄,2,2,2019-03-01,0.0129999999999999,2.342742967257111
2019年2月,101.1,石家庄,2,2,2019-02-01,0.010999999999999899,2.312678151290337
2019年1月,100.6,石家庄,2,2,2019-01-01,0.006000000000000005,2.2875154809993448
2018年12月,102.5,石家庄,2,2,2018-12-01,0.02499999999999991,2.273872247514259
2018年11月,101.4,石家庄,2,2,2018-11-01,0.014000000000000012,2.2184119487943996
2018年10月,103.3,石家庄,2,2,2018-10-01,0.03299999999999992,2.1877829869767256
2018年9月,101.1,石家庄,2,2,2018-09-01,0.010999999999999899,2.1178925333753393
2018年8月,100.9,石家庄,2,2,2018-08-01,0.009000000000000119,2.094849192260474
2018年7月,102.0,石家庄,2,2,2018-07-01,0.020000000000000018,2.076163718791352
2018年6月,100.3,石家庄,2,2,2018-06-01,0.0029999999999998916,2.035454626266031
2018年5月,101.2,石家庄,2,2,2018-05-01,0.01200000000000001,2.0293665266859735
2018年4月,100.3,石家庄,2,2,2018-04-01,0.0029999999999998916,2.005302891982187
2018年3月,100.7,石家庄,2,2,2018-03-01,0.007000000000000117,1.999304977051034
2018年2月,100.1,石家庄,2,2,2018-02-01,0.0009999999999998899,1.9854071271609075
2018年1月,100.1,石家庄,2,2,2018-01-01,0.0009999999999998899,1.9834237034574502
2017年12月,100.0,石家庄,2,2,2017-12-01,0.0,1.981442261196254
2017年11月,100.2,石家庄,2,2,2017-11-01,0.0020000000000000018,1.981442261196254
2017年10月,100.2,石家庄,2,2,2017-10-01,0.0020000000000000018,1.977487286623008
2017年9月,100.3,石家庄,2,2,2017-09-01,0.0029999999999998916,1.973540206210587
2017年8月,100.1,石家庄,2,2,2017-08-01,0.0009999999999998899,1.9676372943276044
2017年7月,100.3,石家庄,2,2,2017-07-01,0.0029999999999998916,1.9656716227048996
2017年6月,100.5,石家庄,2,2,2017-06-01,0.004999999999999893,1.9597922459669987
2017年5月,100.0,石家庄,2,2,2017-05-01,0.0,1.9500420357880586
2017年4月,100.1,石家庄,2,2,2017-04-01,0.0009999999999998899,1.9500420357880586
2017年3月,100.9,石家庄,2,2,2017-03-01,0.009000000000000119,1.9480939418462127
2017年2月,100.2,石家庄,2,2,2017-02-01,0.0020000000000000018,1.93071748448584
2017年1月,100.1,石家庄,2,2,2017-01-01,0.0009999999999998899,1.926863756971896
2016年12月,100.2,石家庄,2,2,2016-12-01,0.0020000000000000018,1.9249388181537426
2016年11月,100.6,石家庄,2,2,2016-11-01,0.006000000000000005,1.9210966249039347
2016年10月,101.8,石家庄,2,2,2016-10-01,0.018000000000000016,1.9096387921510285
2016年9月,104.4,石家庄,2,2,2016-09-01,0.04400000000000004,1.8758730767691831
2016年8月,103.7,石家庄,2,2,2016-08-01,0.03699999999999992,1.7968132919245048
2016年7月,102.7,石家庄,2,2,2016-07-01,0.027000000000000135,1.7327032709011618
2016年6月,101.1,石家庄,2,2,2016-06-01,0.010999999999999899,1.6871502150936335
2016年5月,101.0,石家庄,2,2,2016-05-01,0.010000000000000009,1.6687934867394991
2016年4月,100.9,石家庄,2,2,2016-04-01,0.009000000000000119,1.652270778949999
2016年3月,100.5,石家庄,2,2,2016-03-01,0.004999999999999893,1.6375329821109998
2016年2月,100.6,石家庄,2,2,2016-02-01,0.006000000000000005,1.6293860518517413
2016年1月,100.2,石家庄,2,2,2016-01-01,0.0020000000000000018,1.6196680435902002
2015年12月,100.1,石家庄,2,2,2015-12-01,0.0009999999999998899,1.6164351732437128
2015年11月,100.2,石家庄,2,2,2015-11-01,0.0020000000000000018,1.614820352890822
2015年10月,99.8,石家庄,2,2,2015-10-01,-0.0020000000000000018,1.6115971585736746
2015年9月,100.3,石家庄,2,2,2015-09-01,0.0029999999999998916,1.6148268121980707
2015年8月,100.5,石家庄,2,2,2015-08-01,0.004999999999999893,1.6099968217328722
2015年7月,100.4,石家庄,2,2,2015-07-01,0.0040000000000000036,1.6019868872963905
2015年6月,100.2,石家庄,2,2,2015-06-01,0.0020000000000000018,1.5956044694187157
2015年5月,100.1,石家庄,2,2,2015-05-01,0.0009999999999998899,1.5924196301583988
2015年4月,100.3,石家庄,2,2,2015-04-01,0.0029999999999998916,1.590828801357042
2015年3月,100.4,石家庄,2,2,2015-03-01,0.0040000000000000036,1.5860705895882774
2015年2月,99.6,石家庄,2,2,2015-02-01,-0.0040000000000000036,1.5797515832552564
2015年1月,99.9,石家庄,2,2,2015-01-01,-0.0009999999999998899,1.5860959671237516
2014年12月,99.9,石家庄,2,2,2014-12-01,-0.0009999999999998899,1.587683650774526
2014年11月,99.8,石家庄,2,2,2014-11-01,-0.0020000000000000018,1.5892729236982241
2014年10月,99.3,石家庄,2,2,2014-10-01,-0.007000000000000006,1.5924578393769782
2014年9月,98.9,石家庄,2,2,2014-09-01,-0.010999999999999899,1.6036836247502297
2014年8月,98.8,石家庄,2,2,2014-08-01,-0.01200000000000001,1.6215203485846608
2014年7月,99.2,石家庄,2,2,2014-07-01,-0.008000000000000007,1.641214927717268
2014年6月,100.0,石家庄,2,2,2014-06-01,0.0,1.6544505319730525
2014年5月,99.3,石家庄,2,2,2014-05-01,-0.007000000000000006,1.6544505319730525
2014年4月,100.0,石家庄,2,2,2014-04-01,0.0,1.666113325249801
2014年3月,100.4,石家庄,2,2,2014-03-01,0.0040000000000000036,1.666113325249801
2014年2月,100.4,石家庄,2,2,2014-02-01,0.0040000000000000036,1.6594754235555786
2014年1月,100.6,石家庄,2,2,2014-01-01,0.006000000000000005,1.6528639676848393
2013年12月,100.3,石家庄,2,2,2013-12-01,0.0029999999999998916,1.6430059320922856
2013年11月,100.5,石家庄,2,2,2013-11-01,0.004999999999999893,1.638091657120923
2013年10月,101.1,石家庄,2,2,2013-10-01,0.010999999999999899,1.629941947384003
2013年9月,100.9,石家庄,2,2,2013-09-01,0.009000000000000119,1.612207663090013
2013年8月,100.8,石家庄,2,2,2013-08-01,0.008000000000000007,1.5978272181268711
2013年7月,100.5,石家庄,2,2,2013-07-01,0.004999999999999893,1.5851460497290388
2013年6月,101.3,石家庄,2,2,2013-06-01,0.0129999999999999,1.5772597509741682
2013年5月,100.5,石家庄,2,2,2013-05-01,0.004999999999999893,1.5570185103397516
2013年4月,100.7,石家庄,2,2,2013-04-01,0.007000000000000117,1.5492721495917927
2013年3月,101.2,石家庄,2,2,2013-03-01,0.01200000000000001,1.5385026311735774
2013年2月,101.2,石家庄,2,2,2013-02-01,0.01200000000000001,1.5202595169699382
2013年1月,100.7,石家庄,2,2,2013-01-01,0.007000000000000117,1.502232724278595
2012年12月,99.7,石家庄,2,2,2012-12-01,-0.0030000000000000027,1.4917901929280983
2012年11月,100.4,石家庄,2,2,2012-11-01,0.0040000000000000036,1.4962790300181528
2012年10月,100.0,石家庄,2,2,2012-10-01,0.0,1.4903177589822239
2012年9月,100.2,石家庄,2,2,2012-09-01,0.0020000000000000018,1.4903177589822239
2012年8月,100.2,石家庄,2,2,2012-08-01,0.0020000000000000018,1.4873430728365507
2012年7月,100.7,石家庄,2,2,2012-07-01,0.007000000000000117,1.4843743241881744
2012年6月,100.2,石家庄,2,2,2012-06-01,0.0020000000000000018,1.4740559326595573
2012年5月,100.0,石家庄,2,2,2012-05-01,0.0,1.471113705249059
2012年4月,99.9,石家庄,2,2,2012-04-01,-0.0009999999999998899,1.471113705249059
2012年3月,100.0,石家庄,2,2,2012-03-01,0.0,1.4725862915405994
2012年2月,100.0,石家庄,2,2,2012-02-01,0.0,1.4725862915405994
2012年1月,99.7,石家庄,2,2,2012-01-01,-0.0030000000000000027,1.4725862915405994
2011年12月,99.9,石家庄,2,2,2011-12-01,-0.0009999999999998899,1.4770173435713134
2011年11月,99.8,石家庄,2,2,2011-11-01,-0.0020000000000000018,1.478495839410724
2011年10月,99.8,石家庄,2,2,2011-10-01,-0.0020000000000000018,1.4814587569245732
2011年9月,100.1,石家庄,2,2,2011-09-01,0.0009999999999998899,1.4844276121488709
2011年8月,100.0,石家庄,2,2,2011-08-01,0.0,1.4829446674813895
2011年7月,100.2,石家庄,2,2,2011-07-01,0.0020000000000000018,1.4829446674813895
2011年6月,100.2,石家庄,2,2,2011-06-01,0.0020000000000000018,1.4799846980852192
2011年5月,100.2,石家庄,2,2,2011-05-01,0.0020000000000000018,1.477030636811596
2011年4月,100.2,石家庄,2,2,2011-04-01,0.0020000000000000018,1.4740824718678602
2011年3月,100.9,石家庄,2,2,2011-03-01,0.009000000000000119,1.4711401914848905
2011年2月,100.2,石家庄,2,2,2011-02-01,0.0020000000000000018,1.4580180292218934
2011年1月,100.8,石家庄,2,2,2011-01-01,0.008000000000000007,1.455107813594704
2010年12月,101.9,石家庄,2,2,2010-12-01,0.019000000000000128,1.443559338883635
2010年11月,100.6,石家庄,2,2,2010-11-01,0.006000000000000005,1.4166431196110254
2010年10月,101.0,石家庄,2,2,2010-10-01,0.010000000000000009,1.4081939558757708
2010年9月,101.1,石家庄,2,2,2010-09-01,0.010999999999999899,1.394251441461159
2010年8月,100.2,石家庄,2,2,2010-08-01,0.0020000000000000018,1.3790815444719675
2010年7月,100.1,石家庄,2,2,2010-07-01,0.0009999999999998899,1.3763288866985703
2010年6月,101.2,石家庄,2,2,2010-06-01,0.01200000000000001,1.3749539327658047
2010年5月,101.9,石家庄,2,2,2010-05-01,0.019000000000000128,1.3586501311915067
2010年4月,101.2,石家庄,2,2,2010-04-01,0.01200000000000001,1.3333171061741969
2010年3月,100.9,石家庄,2,2,2010-03-01,0.009000000000000119,1.3175070219112617
2010年2月,100.2,石家庄,2,2,2010-02-01,0.0020000000000000018,1.3057552248872761
2010年1月,100.2,石家庄,2,2,2010-01-01,0.0020000000000000018,1.3031489270332097
2009年12月,100.6,石家庄,2,2,2009-12-01,0.006000000000000005,1.3005478313704688
2009年11月,100.3,石家庄,2,2,2009-11-01,0.0029999999999998916,1.292791084861301
2009年10月,103.1,石家庄,2,2,2009-10-01,0.030999999999999917,1.2889243119255245
2009年9月,101.6,石家庄,2,2,2009-09-01,0.016000000000000014,1.2501690707328075
2009年8月,101.2,石家庄,2,2,2009-08-01,0.01200000000000001,1.2304813688315035
2009年7月,101.0,石家庄,2,2,2009-07-01,0.010000000000000009,1.215890680663541
2009年6月,100.2,石家庄,2,2,2009-06-01,0.0020000000000000018,1.2038521590728128
2009年5月,100.4,石家庄,2,2,2009-05-01,0.0040000000000000036,1.2014492605517095
2009年4月,100.8,石家庄,2,2,2009-04-01,0.008000000000000007,1.1966626101112645
2009年3月,99.6,石家庄,2,2,2009-03-01,-0.0040000000000000036,1.1871652878087942
2009年2月,94.8,石家庄,2,2,2009-02-01,-0.052000000000000046,1.1919330198883475
2009年1月,99.8,石家庄,2,2,2009-01-01,-0.0020000000000000018,1.25731331211851
2008年12月,98.2,石家庄,2,2,2008-12-01,-0.018000000000000016,1.2598329780746593
2008年11月,99.5,石家庄,2,2,2008-11-01,-0.0050000000000000044,1.2829256395872295
2008年10月,100.0,石家庄,2,2,2008-10-01,0.0,1.289372502097718
2008年9月,99.6,石家庄,2,2,2008-09-01,-0.0040000000000000036,1.289372502097718
2008年8月,99.3,石家庄,2,2,2008-08-01,-0.007000000000000006,1.2945507049173877
2008年7月,99.6,石家庄,2,2,2008-07-01,-0.0040000000000000036,1.3036764399973693
2008年6月,100.7,石家庄,2,2,2008-06-01,0.007000000000000117,1.3089120883507723
2008年5月,100.1,石家庄,2,2,2008-05-01,0.0009999999999998899,1.2998133945886516
2008年4月,101.1,石家庄,2,2,2008-04-01,0.010999999999999899,1.2985148797089427
2008年3月,100.4,石家庄,2,2,2008-03-01,0.0040000000000000036,1.284386626813989
2008年2月,101.0,石家庄,2,2,2008-02-01,0.010000000000000009,1.279269548619511
2008年1月,100.7,石家庄,2,2,2008-01-01,0.007000000000000117,1.2666035134846643
2007年12月,98.1,石家庄,2,2,2007-12-01,-0.019000000000000017,1.2577989210374023
2007年11月,100.0,石家庄,2,2,2007-11-01,0.0,1.2821599602827751
2007年10月,102.6,石家庄,2,2,2007-10-01,0.026000000000000023,1.2821599602827751
2007年9月,103.9,石家庄,2,2,2007-09-01,0.039000000000000146,1.24966857727366
2007年8月,102.5,石家庄,2,2,2007-08-01,0.02499999999999991,1.202760902092069
2007年7月,101.5,石家庄,2,2,2007-07-01,0.014999999999999902,1.173425270333726
2007年6月,101.1,石家庄,2,2,2007-06-01,0.010999999999999899,1.156084010181011
2007年5月,101.3,石家庄,2,2,2007-05-01,0.0129999999999999,1.1435054502284976
2007年4月,101.0,石家庄,2,2,2007-04-01,0.010000000000000009,1.1288306517556739
2007年3月,102.4,石家庄,2,2,2007-03-01,0.02400000000000002,1.117654110649182
2007年2月,100.0,石家庄,2,2,2007-02-01,0.0,1.0914590924308418
2007年1月,102.0,石家庄,2,2,2007-01-01,0.020000000000000018,1.0914590924308418
2006年12月,100.7,石家庄,2,2,2006-12-01,0.007000000000000117,1.0700579337557272
2006年11月,100.7,石家庄,2,2,2006-11-01,0.007000000000000117,1.0626195965796694
2006年10月,100.2,石家庄,2,2,2006-10-01,0.0020000000000000018,1.0552329658189368
2006年9月,100.4,石家庄,2,2,2006-09-01,0.0040000000000000036,1.0531267123941486
2006年8月,99.8,石家庄,2,2,2006-08-01,-0.0020000000000000018,1.048930988440387
2006年7月,100.6,石家庄,2,2,2006-07-01,0.006000000000000005,1.051033054549486
2006年6月,100.7,石家庄,2,2,2006-06-01,0.007000000000000117,1.0447644677430277
2006年5月,101.1,石家庄,2,2,2006-05-01,0.010999999999999899,1.0375019540645756
2006年4月,101.3,石家庄,2,2,2006-04-01,0.0129999999999999,1.0262136044159997
2006年3月,100.4,石家庄,2,2,2006-03-01,0.0040000000000000036,1.0130440319999998
2006年2月,100.1,石家庄,2,2,2006-02-01,0.0009999999999998899,1.009008
2006年1月,100.8,石家庄,2,2,2006-01-01,0.008000000000000007,1.008
2019年9月,100.4,福州,2,2,2019-09-01,0.0040000000000000036,2.256707937337117
2019年8月,100.6,福州,2,2,2019-08-01,0.006000000000000005,2.247717069060873
2019年7月,100.5,福州,2,2,2019-07-01,0.004999999999999893,2.2343112018497746
2019年6月,100.3,福州,2,2,2019-06-01,0.0029999999999998916,2.223195225721169
2019年5月,100.9,福州,2,2,2019-05-01,0.009000000000000119,2.216545588954306
2019年4月,100.7,福州,2,2,2019-04-01,0.007000000000000117,2.1967746173977263
2019年3月,100.4,福州,2,2,2019-03-01,0.0040000000000000036,2.181504088776292
2019年2月,100.1,福州,2,2,2019-02-01,0.0009999999999998899,2.172812837426586
2019年1月,100.1,福州,2,2,2019-01-01,0.0009999999999998899,2.1706421952313546
2018年12月,100.3,福州,2,2,2018-12-01,0.0029999999999998916,2.168473721509845
2018年11月,102.0,福州,2,2,2018-11-01,0.020000000000000018,2.16198775823514
2018年10月,101.0,福州,2,2,2018-10-01,0.010000000000000009,2.119595841407
2018年9月,101.1,福州,2,2,2018-09-01,0.010999999999999899,2.0986097439673266
2018年8月,102.2,福州,2,2,2018-08-01,0.02200000000000002,2.0757762057045763
2018年7月,101.3,福州,2,2,2018-07-01,0.0129999999999999,2.0310921777931275
2018年6月,102.2,福州,2,2,2018-06-01,0.02200000000000002,2.0050268290159208
2018年5月,98.9,福州,2,2,2018-05-01,-0.010999999999999899,1.9618657818159695
2018年4月,99.9,福州,2,2,2018-04-01,-0.0009999999999998899,1.9836863314620519
2018年3月,99.6,福州,2,2,2018-03-01,-0.0040000000000000036,1.985672003465517
2018年2月,99.9,福州,2,2,2018-02-01,-0.0009999999999998899,1.9936465898248164
2018年1月,100.0,福州,2,2,2018-01-01,0.0,1.995642232056873
2017年12月,99.8,福州,2,2,2017-12-01,-0.0020000000000000018,1.995642232056873
2017年11月,100.2,福州,2,2,2017-11-01,0.0020000000000000018,1.999641515087047
2017年10月,100.0,福州,2,2,2017-10-01,0.0,1.9956502146577315
2017年9月,99.6,福州,2,2,2017-09-01,-0.0040000000000000036,1.9956502146577315
2017年8月,99.7,福州,2,2,2017-08-01,-0.0030000000000000027,2.003664874154349
2017年7月,99.8,福州,2,2,2017-07-01,-0.0020000000000000018,2.0096939560224163
2017年6月,99.9,福州,2,2,2017-06-01,-0.0009999999999998899,2.0137213988200564
2017年5月,100.0,福州,2,2,2017-05-01,0.0,2.0157371359560123
2017年4月,99.8,福州,2,2,2017-04-01,-0.0020000000000000018,2.0157371359560123
2017年3月,99.9,福州,2,2,2017-03-01,-0.0009999999999998899,2.0197766893346816
2017年2月,100.0,福州,2,2,2017-02-01,0.0,2.0217984878225037
2017年1月,99.7,福州,2,2,2017-01-01,-0.0030000000000000027,2.0217984878225037
2016年12月,99.6,福州,2,2,2016-12-01,-0.0040000000000000036,2.0278821342251794
2016年11月,100.9,福州,2,2,2016-11-01,0.009000000000000119,2.036026239181907
2016年10月,102.6,福州,2,2,2016-10-01,0.026000000000000023,2.01786545013073
2016年9月,105.1,福州,2,2,2016-09-01,0.050999999999999934,1.966730458217086
2016年8月,104.3,福州,2,2,2016-08-01,0.04299999999999993,1.8712944416908526
2016年7月,101.7,福州,2,2,2016-07-01,0.017000000000000126,1.7941461569423325
2016年6月,101.2,福州,2,2,2016-06-01,0.01200000000000001,1.7641555132176325
2016年5月,101.7,福州,2,2,2016-05-01,0.017000000000000126,1.7432366731399531
2016年4月,103.0,福州,2,2,2016-04-01,0.030000000000000027,1.7140970237364335
2016年3月,102.0,福州,2,2,2016-03-01,0.020000000000000018,1.6641718677052753
2016年2月,101.4,福州,2,2,2016-02-01,0.014000000000000012,1.6315410467698777
2016年1月,101.1,福州,2,2,2016-01-01,0.010999999999999899,1.609014839023548
2015年12月,101.0,福州,2,2,2015-12-01,0.010000000000000009,1.5915082482923324
2015年11月,100.9,福州,2,2,2015-11-01,0.009000000000000119,1.5757507408834974
2015年10月,100.3,福州,2,2,2015-10-01,0.0029999999999998916,1.5616954815495512
2015年9月,100.3,福州,2,2,2015-09-01,0.0029999999999998916,1.5570244083245777
2015年8月,100.1,福州,2,2,2015-08-01,0.0009999999999998899,1.5523673064053618
2015年7月,100.2,福州,2,2,2015-07-01,0.0020000000000000018,1.5508164899154466
2015年6月,100.4,福州,2,2,2015-06-01,0.0040000000000000036,1.547721047819807
2015年5月,100.0,福州,2,2,2015-05-01,0.0,1.5415548285057838
2015年4月,99.9,福州,2,2,2015-04-01,-0.0009999999999998899,1.5415548285057838
2015年3月,100.0,福州,2,2,2015-03-01,0.0,1.543097926432216
2015年2月,99.3,福州,2,2,2015-02-01,-0.007000000000000006,1.543097926432216
2015年1月,99.5,福州,2,2,2015-01-01,-0.0050000000000000044,1.5539757567293213
2014年12月,99.8,福州,2,2,2014-12-01,-0.0020000000000000018,1.561784680129971
2014年11月,99.5,福州,2,2,2014-11-01,-0.0050000000000000044,1.5649145091482677
2014年10月,99.0,福州,2,2,2014-10-01,-0.010000000000000009,1.5727784011540378
2014年9月,98.2,福州,2,2,2014-09-01,-0.018000000000000016,1.5886650516707452
2014年8月,98.8,福州,2,2,2014-08-01,-0.01200000000000001,1.617785185000759
2014年7月,98.5,福州,2,2,2014-07-01,-0.015000000000000013,1.6374343977740475
2014年6月,99.3,福州,2,2,2014-06-01,-0.007000000000000006,1.6623699469787285
2014年5月,99.9,福州,2,2,2014-05-01,-0.0009999999999998899,1.67408856694736
2014年4月,100.0,福州,2,2,2014-04-01,0.0,1.6757643312786383
2014年3月,100.3,福州,2,2,2014-03-01,0.0029999999999998916,1.6757643312786383
2014年2月,100.4,福州,2,2,2014-02-01,0.0040000000000000036,1.6707520750534781
