日期,新建商品住宅销售价格指数(上月=100),城市,类别123,类别0123,date,销售价格变动,hp
2009年8月,101.0,南京,1,1,2009-08-01,0.010000000000000009,1.1155835514911625
2009年7月,101.1,南京,1,1,2009-07-01,0.010999999999999899,1.1045381697932302
2009年6月,100.3,南京,1,1,2009-06-01,0.0029999999999998916,1.0925204448993375
2009年5月,100.3,南京,1,1,2009-05-01,0.0029999999999998916,1.0892526868388213
2009年4月,100.2,南京,1,1,2009-04-01,0.0020000000000000018,1.0859947027306296
2009年3月,100.7,南京,1,1,2009-03-01,0.007000000000000117,1.0838270486333628
2009年2月,100.0,南京,1,1,2009-02-01,0.0,1.076292997649814
2009年1月,99.9,南京,1,1,2009-01-01,-0.0009999999999998899,1.076292997649814
2008年12月,99.6,南京,1,1,2008-12-01,-0.0040000000000000036,1.0773703680178317
2008年11月,97.8,南京,1,1,2008-11-01,-0.02200000000000002,1.0816971566444094
2008年10月,99.2,南京,1,1,2008-10-01,-0.008000000000000007,1.106029812519846
2008年9月,97.1,南京,1,1,2008-09-01,-0.029000000000000026,1.114949407782103
2008年8月,99.9,南京,1,1,2008-08-01,-0.0009999999999998899,1.1482486176952658
2008年7月,99.8,南京,1,1,2008-07-01,-0.0020000000000000018,1.1493980157109767
2008年6月,99.7,南京,1,1,2008-06-01,-0.0030000000000000027,1.1517014185480727
2008年5月,99.8,南京,1,1,2008-05-01,-0.0020000000000000018,1.1551669193059908
2008年4月,101.6,南京,1,1,2008-04-01,0.016000000000000014,1.1574818830721352
2008年3月,99.2,南京,1,1,2008-03-01,-0.008000000000000007,1.1392538219213928
2008年2月,100.4,南京,1,1,2008-02-01,0.0040000000000000036,1.1484413527433395
2008年1月,99.9,南京,1,1,2008-01-01,-0.0009999999999998899,1.1438658891865932
2007年12月,100.2,南京,1,1,2007-12-01,0.0020000000000000018,1.1450109000866797
2007年11月,100.4,南京,1,1,2007-11-01,0.0040000000000000036,1.1427254491883032
2007年10月,101.0,南京,1,1,2007-10-01,0.010000000000000009,1.1381727581556804
2007年9月,100.6,南京,1,1,2007-09-01,0.006000000000000005,1.1269037209462183
2007年8月,100.7,南京,1,1,2007-08-01,0.007000000000000117,1.120182625195048
2007年7月,101.0,南京,1,1,2007-07-01,0.010000000000000009,1.112395854215539
2007年6月,101.2,南京,1,1,2007-06-01,0.01200000000000001,1.1013820338767712
2007年5月,101.7,南京,1,1,2007-05-01,0.017000000000000126,1.0883221678624222
2007年4月,101.0,南京,1,1,2007-04-01,0.010000000000000009,1.0701299585667867
2007年3月,101.0,南京,1,1,2007-03-01,0.010000000000000009,1.059534612442363
2007年2月,100.6,南京,1,1,2007-02-01,0.006000000000000005,1.0490441707350129
2007年1月,100.7,南京,1,1,2007-01-01,0.007000000000000117,1.0427874460586608
2006年12月,100.4,南京,1,1,2006-12-01,0.0040000000000000036,1.0355386753313414
2006年11月,100.7,南京,1,1,2006-11-01,0.007000000000000117,1.0314130232383878
2006年10月,100.3,南京,1,1,2006-10-01,0.0029999999999998916,1.024243319998399
2006年9月,100.3,南京,1,1,2006-09-01,0.0029999999999998916,1.0211797806564298
2006年8月,100.3,南京,1,1,2006-08-01,0.0029999999999998916,1.0181254044431005
2006年7月,100.2,南京,1,1,2006-07-01,0.0020000000000000018,1.0150801639512468
2006年6月,100.2,南京,1,1,2006-06-01,0.0020000000000000018,1.0130540558395675
2006年5月,100.2,南京,1,1,2006-05-01,0.0020000000000000018,1.011031991855856
2006年4月,100.6,南京,1,1,2006-04-01,0.006000000000000005,1.0090139639279998
2006年3月,100.2,南京,1,1,2006-03-01,0.0020000000000000018,1.002995988
2006年2月,99.8,南京,1,1,2006-02-01,-0.0020000000000000018,1.000994
2006年1月,100.3,南京,1,1,2006-01-01,0.0029999999999998916,1.003
2019年9月,100.5,南充,3,3,2019-09-01,0.004999999999999893,1.6986645589515825
2019年8月,100.0,南充,3,3,2019-08-01,0.0,1.690213491494112
2019年7月,99.7,南充,3,3,2019-07-01,-0.0030000000000000027,1.690213491494112
2019年6月,100.1,南充,3,3,2019-06-01,0.0009999999999998899,1.6952993896631015
2019年5月,100.7,南充,3,3,2019-05-01,0.007000000000000117,1.6936057838792224
2019年4月,100.9,南充,3,3,2019-04-01,0.009000000000000119,1.6818329532067748
2019年3月,101.0,南充,3,3,2019-03-01,0.010000000000000009,1.6668314699769817
2019年2月,100.3,南充,3,3,2019-02-01,0.0029999999999998916,1.6503281880960214
2019年1月,100.2,南充,3,3,2019-01-01,0.0020000000000000018,1.6453920120598422
2018年12月,100.0,南充,3,3,2018-12-01,0.0,1.6421077964669084
2018年11月,100.3,南充,3,3,2018-11-01,0.0029999999999998916,1.6421077964669084
2018年10月,101.6,南充,3,3,2018-10-01,0.016000000000000014,1.6371962078433784
2018年9月,101.8,南充,3,3,2018-09-01,0.018000000000000016,1.611413590397026
2018年8月,102.6,南充,3,3,2018-08-01,0.026000000000000023,1.582921012177825
2018年7月,100.8,南充,3,3,2018-07-01,0.008000000000000007,1.542808004071954
2018年6月,101.2,南充,3,3,2018-06-01,0.01200000000000001,1.530563496103129
2018年5月,101.4,南充,3,3,2018-05-01,0.014000000000000012,1.5124145218410365
2018年4月,101.0,南充,3,3,2018-04-01,0.010000000000000009,1.4915330590148288
2018年3月,100.6,南充,3,3,2018-03-01,0.006000000000000005,1.476765404965177
2018年2月,101.7,南充,3,3,2018-02-01,0.017000000000000126,1.4679576590111103
2018年1月,100.3,南充,3,3,2018-01-01,0.0029999999999998916,1.443419527051239
2017年12月,100.5,南充,3,3,2017-12-01,0.004999999999999893,1.439102220390069
2017年11月,100.7,南充,3,3,2017-11-01,0.007000000000000117,1.431942507850815
2017年10月,100.9,南充,3,3,2017-10-01,0.009000000000000119,1.4219885877366583
2017年9月,100.8,南充,3,3,2017-09-01,0.008000000000000007,1.4093048441394034
2017年8月,100.6,南充,3,3,2017-08-01,0.006000000000000005,1.3981198850589318
2017年7月,100.4,南充,3,3,2017-07-01,0.0040000000000000036,1.3897811978717016
2017年6月,101.4,南充,3,3,2017-06-01,0.014000000000000012,1.3842442209877506
2017年5月,100.7,南充,3,3,2017-05-01,0.007000000000000117,1.3651323678380183
2017年4月,101.0,南充,3,3,2017-04-01,0.010000000000000009,1.3556428677636725
2017年3月,101.3,南充,3,3,2017-03-01,0.0129999999999999,1.342220661152151
2017年2月,100.7,南充,3,3,2017-02-01,0.007000000000000117,1.324995716833318
2017年1月,100.2,南充,3,3,2017-01-01,0.0020000000000000018,1.3157852202912788
2016年12月,100.0,南充,3,3,2016-12-01,0.0,1.3131589024863062
2016年11月,100.2,南充,3,3,2016-11-01,0.0020000000000000018,1.3131589024863062
2016年10月,99.6,南充,3,3,2016-10-01,-0.0040000000000000036,1.3105378268326409
2016年9月,99.8,南充,3,3,2016-09-01,-0.0020000000000000018,1.3158010309564667
2016年8月,100.7,南充,3,3,2016-08-01,0.007000000000000117,1.3184379067700067
2016年7月,99.7,南充,3,3,2016-07-01,-0.0030000000000000027,1.3092729957994107
2016年6月,100.4,南充,3,3,2016-06-01,0.0040000000000000036,1.3132126337005123
2016年5月,100.4,南充,3,3,2016-05-01,0.0040000000000000036,1.307980710857084
2016年4月,100.6,南充,3,3,2016-04-01,0.006000000000000005,1.3027696323277729
2016年3月,100.7,南充,3,3,2016-03-01,0.007000000000000117,1.294999634520649
2016年2月,99.8,南充,3,3,2016-02-01,-0.0020000000000000018,1.2859976509639015
2016年1月,99.9,南充,3,3,2016-01-01,-0.0009999999999998899,1.2885748005650315
2015年12月,99.7,南充,3,3,2015-12-01,-0.0030000000000000027,1.2898646652302617
2015年11月,99.9,南充,3,3,2015-11-01,-0.0009999999999998899,1.293745902939079
2015年10月,99.9,南充,3,3,2015-10-01,-0.0009999999999998899,1.2950409438829618
2015年9月,99.7,南充,3,3,2015-09-01,-0.0030000000000000027,1.2963372811641258
2015年8月,99.8,南充,3,3,2015-08-01,-0.0020000000000000018,1.3002379951495746
2015年7月,99.6,南充,3,3,2015-07-01,-0.0040000000000000036,1.302843682514604
2015年6月,99.7,南充,3,3,2015-06-01,-0.0030000000000000027,1.3080759864604456
2015年5月,99.5,南充,3,3,2015-05-01,-0.0050000000000000044,1.3120120225280298
2015年4月,99.7,南充,3,3,2015-04-01,-0.0030000000000000027,1.3186050477668643
2015年3月,99.4,南充,3,3,2015-03-01,-0.005999999999999894,1.3225727660650595
2015年2月,99.7,南充,3,3,2015-02-01,-0.0030000000000000027,1.330556102681146
2015年1月,99.6,南充,3,3,2015-01-01,-0.0040000000000000036,1.3345597820272277
2014年12月,99.5,南充,3,3,2014-12-01,-0.0050000000000000044,1.3399194598666946
2014年11月,99.3,南充,3,3,2014-11-01,-0.007000000000000006,1.3466527234841152
2014年10月,98.5,南充,3,3,2014-10-01,-0.015000000000000013,1.356145743689945
2014年9月,98.8,南充,3,3,2014-09-01,-0.01200000000000001,1.3767977093298933
2014年8月,98.7,南充,3,3,2014-08-01,-0.013000000000000012,1.393519948714467
2014年7月,98.9,南充,3,3,2014-07-01,-0.010999999999999899,1.4118743148069575
2014年6月,99.6,南充,3,3,2014-06-01,-0.0040000000000000036,1.427577669167803
2014年5月,100.0,南充,3,3,2014-05-01,0.0,1.4333109128190793
2014年4月,100.1,南充,3,3,2014-04-01,0.0009999999999998899,1.4333109128190793
2014年3月,100.4,南充,3,3,2014-03-01,0.0040000000000000036,1.4318790337852942
2014年2月,100.5,南充,3,3,2014-02-01,0.004999999999999893,1.426174336439536
2014年1月,100.5,南充,3,3,2014-01-01,0.004999999999999893,1.4190789417308818
2013年12月,100.6,南充,3,3,2013-12-01,0.006000000000000005,1.4120188474934148
2013年11月,100.1,南充,3,3,2013-11-01,0.0009999999999998899,1.403597263909955
2013年10月,100.0,南充,3,3,2013-10-01,0.0,1.402195068841114
2013年9月,100.2,南充,3,3,2013-09-01,0.0020000000000000018,1.402195068841114
2013年8月,100.7,南充,3,3,2013-08-01,0.007000000000000117,1.399396276288537
2013年7月,100.8,南充,3,3,2013-07-01,0.008000000000000007,1.3896685961157267
2013年6月,101.8,南充,3,3,2013-06-01,0.018000000000000016,1.3786394802735384
2013年5月,101.1,南充,3,3,2013-05-01,0.010999999999999899,1.354262750759861
2013年4月,101.0,南充,3,3,2013-04-01,0.010000000000000009,1.339527943382652
2013年3月,101.5,南充,3,3,2013-03-01,0.014999999999999902,1.3262652904778731
2013年2月,101.2,南充,3,3,2013-02-01,0.01200000000000001,1.3066653108156387
2013年1月,101.3,南充,3,3,2013-01-01,0.0129999999999999,1.2911712557466786
2012年12月,100.8,南充,3,3,2012-12-01,0.008000000000000007,1.2746014370648358
2012年11月,100.5,南充,3,3,2012-11-01,0.004999999999999893,1.2644855526436862
2012年10月,100.1,南充,3,3,2012-10-01,0.0009999999999998899,1.2581945797449616
2012年9月,100.2,南充,3,3,2012-09-01,0.0020000000000000018,1.2569376421028589
2012年8月,100.2,南充,3,3,2012-08-01,0.0020000000000000018,1.2544287845337914
2012年7月,100.2,南充,3,3,2012-07-01,0.0020000000000000018,1.2519249346644625
2012年6月,99.9,南充,3,3,2012-06-01,-0.0009999999999998899,1.2494260824994636
2012年5月,99.9,南充,3,3,2012-05-01,-0.0009999999999998899,1.2506767592587222
2012年4月,99.9,南充,3,3,2012-04-01,-0.0009999999999998899,1.2519286879466687
2012年3月,99.9,南充,3,3,2012-03-01,-0.0009999999999998899,1.253181869816485
2012年2月,99.9,南充,3,3,2012-02-01,-0.0009999999999998899,1.2544363061226074
2012年1月,99.9,南充,3,3,2012-01-01,-0.0009999999999998899,1.255691998120728
2011年12月,99.9,南充,3,3,2011-12-01,-0.0009999999999998899,1.2569489470677957
2011年11月,99.9,南充,3,3,2011-11-01,-0.0009999999999998899,1.2582071542220177
2011年10月,99.9,南充,3,3,2011-10-01,-0.0009999999999998899,1.2594666208428604
2011年9月,100.0,南充,3,3,2011-09-01,0.0,1.2607273481910513
2011年8月,100.0,南充,3,3,2011-08-01,0.0,1.2607273481910513
2011年7月,100.6,南充,3,3,2011-07-01,0.006000000000000005,1.2607273481910513
2011年6月,100.1,南充,3,3,2011-06-01,0.0009999999999998899,1.2532080995934902
2011年5月,100.1,南充,3,3,2011-05-01,0.0009999999999998899,1.2519561434500404
2011年4月,100.1,南充,3,3,2011-04-01,0.0009999999999998899,1.2507054380120284
2011年3月,100.2,南充,3,3,2011-03-01,0.0020000000000000018,1.2494559820299984
2011年2月,99.6,南充,3,3,2011-02-01,-0.0040000000000000036,1.24696205791417
2011年1月,98.3,南充,3,3,2011-01-01,-0.017000000000000015,1.2519699376648294
2010年12月,100.7,南充,3,3,2010-12-01,0.007000000000000117,1.273621503219562
2010年11月,100.9,南充,3,3,2010-11-01,0.009000000000000119,1.2647681263352153
2010年10月,99.9,南充,3,3,2010-10-01,-0.0009999999999998899,1.2534867456245937
2010年9月,100.0,南充,3,3,2010-09-01,0.0,1.2547414871117053
2010年8月,99.5,南充,3,3,2010-08-01,-0.0050000000000000044,1.2547414871117053
2010年7月,99.5,南充,3,3,2010-07-01,-0.0050000000000000044,1.2610467207152818
2010年6月,100.1,南充,3,3,2010-06-01,0.0009999999999998899,1.267383638909831
2010年5月,100.6,南充,3,3,2010-05-01,0.006000000000000005,1.2661175213884426
2010年4月,100.1,南充,3,3,2010-04-01,0.0009999999999998899,1.258566124640599
2010年3月,100.0,南充,3,3,2010-03-01,0.0,1.2573088158247745
2010年2月,100.0,南充,3,3,2010-02-01,0.0,1.2573088158247745
2010年1月,100.2,南充,3,3,2010-01-01,0.0020000000000000018,1.2573088158247745
2009年12月,100.7,南充,3,3,2009-12-01,0.007000000000000117,1.2547992173899944
2009年11月,100.8,南充,3,3,2009-11-01,0.008000000000000007,1.246076680625615
2009年10月,101.0,南充,3,3,2009-10-01,0.010000000000000009,1.2361871831603324
2009年9月,100.3,南充,3,3,2009-09-01,0.0029999999999998916,1.223947706099339
2009年8月,100.2,南充,3,3,2009-08-01,0.0020000000000000018,1.220286845562651
2009年7月,100.8,南充,3,3,2009-07-01,0.008000000000000007,1.2178511432760988
2009年6月,100.4,南充,3,3,2009-06-01,0.0040000000000000036,1.2081856580120027
2009年5月,101.3,南充,3,3,2009-05-01,0.0129999999999999,1.2033721693346642
2009年4月,100.3,南充,3,3,2009-04-01,0.0029999999999998916,1.187929091149718
2009年3月,99.8,南充,3,3,2009-03-01,-0.0020000000000000018,1.1843759632599382
2009年2月,99.6,南充,3,3,2009-02-01,-0.0040000000000000036,1.1867494621843069
2009年1月,99.5,南充,3,3,2009-01-01,-0.0050000000000000044,1.1915155242814326
2008年12月,99.7,南充,3,3,2008-12-01,-0.0030000000000000027,1.1975030394788266
2008年11月,99.6,南充,3,3,2008-11-01,-0.0040000000000000036,1.20110635855449
2008年10月,99.8,南充,3,3,2008-10-01,-0.0020000000000000018,1.20593007886997
2008年9月,99.5,南充,3,3,2008-09-01,-0.0050000000000000044,1.2083467724147996
2008年8月,99.9,南充,3,3,2008-08-01,-0.0009999999999998899,1.2144188667485423
2008年7月,99.9,南充,3,3,2008-07-01,-0.0009999999999998899,1.215634501249792
2008年6月,99.0,南充,3,3,2008-06-01,-0.010000000000000009,1.2168513526023943
2008年5月,100.2,南充,3,3,2008-05-01,0.0020000000000000018,1.229142780406459
2008年4月,99.7,南充,3,3,2008-04-01,-0.0030000000000000027,1.2266894016032526
2008年3月,99.1,南充,3,3,2008-03-01,-0.009000000000000008,1.2303805432329513
2008年2月,99.1,南充,3,3,2008-02-01,-0.009000000000000008,1.241554534039305
2008年1月,99.5,南充,3,3,2008-01-01,-0.0050000000000000044,1.252830004075989
2007年12月,101.6,南充,3,3,2007-12-01,0.016000000000000014,1.2591256322371749
2007年11月,101.0,南充,3,3,2007-11-01,0.010000000000000009,1.2392968821232035
2007年10月,100.8,南充,3,3,2007-10-01,0.008000000000000007,1.2270266159635679
2007年9月,102.0,南充,3,3,2007-09-01,0.020000000000000018,1.2172883094876665
2007年8月,100.3,南充,3,3,2007-08-01,0.0029999999999998916,1.1934199112624182
2007年7月,100.5,南充,3,3,2007-07-01,0.004999999999999893,1.1898503601818726
2007年6月,100.4,南充,3,3,2007-06-01,0.0040000000000000036,1.1839307066486295
2007年5月,100.3,南充,3,3,2007-05-01,0.0029999999999998916,1.179213851243655
2007年4月,100.2,南充,3,3,2007-04-01,0.0020000000000000018,1.175686790871042
2007年3月,101.2,南充,3,3,2007-03-01,0.01200000000000001,1.1733401106497425
2007年2月,100.8,南充,3,3,2007-02-01,0.008000000000000007,1.159426986808046
2007年1月,100.8,南充,3,3,2007-01-01,0.008000000000000007,1.1502251853254424
2006年12月,102.2,南充,3,3,2006-12-01,0.02200000000000002,1.1410964140133357
2006年11月,100.9,南充,3,3,2006-11-01,0.009000000000000119,1.1165326947292913
2006年10月,100.9,南充,3,3,2006-10-01,0.009000000000000119,1.1065735329328952
2006年9月,100.4,南充,3,3,2006-09-01,0.0040000000000000036,1.0967032040960307
2006年8月,100.6,南充,3,3,2006-08-01,0.006000000000000005,1.0923338686215445
2006年7月,101.6,南充,3,3,2006-07-01,0.016000000000000014,1.0858189548921913
2006年6月,100.5,南充,3,3,2006-06-01,0.004999999999999893,1.0687194437915268
2006年5月,102.7,南充,3,3,2006-05-01,0.027000000000000135,1.0634024316333601
2006年4月,100.8,南充,3,3,2006-04-01,0.008000000000000007,1.03544540568
2006年3月,100.9,南充,3,3,2006-03-01,0.009000000000000119,1.0272275849999999
2006年2月,101.3,南充,3,3,2006-02-01,0.0129999999999999,1.0180649999999998
2006年1月,100.5,南充,3,3,2006-01-01,0.004999999999999893,1.005
2019年9月,102.1,南宁,2,2,2019-09-01,0.020999999999999908,2.292660322353178
2019年8月,102.3,南宁,2,2,2019-08-01,0.02299999999999991,2.245504723166678
2019年7月,100.5,南宁,2,2,2019-07-01,0.004999999999999893,2.1950192797328234
2019年6月,100.5,南宁,2,2,2019-06-01,0.004999999999999893,2.184098785803805
2019年5月,100.4,南宁,2,2,2019-05-01,0.0040000000000000036,2.173232622690353
2019年4月,100.9,南宁,2,2,2019-04-01,0.009000000000000119,2.164574325388798
2019年3月,100.8,南宁,2,2,2019-03-01,0.008000000000000007,2.1452669230810684
2019年2月,100.6,南宁,2,2,2019-02-01,0.006000000000000005,2.1282409951201076
2019年1月,101.0,南宁,2,2,2019-01-01,0.010000000000000009,2.115547708866906
2018年12月,101.6,南宁,2,2,2018-12-01,0.016000000000000014,2.0946016919474317
2018年11月,100.5,南宁,2,2,2018-11-01,0.004999999999999893,2.061615838530937
2018年10月,100.3,南宁,2,2,2018-10-01,0.0029999999999998916,2.051359043314365
2018年9月,100.4,南宁,2,2,2018-09-01,0.0040000000000000036,2.045223373194781
2018年8月,101.7,南宁,2,2,2018-08-01,0.017000000000000126,2.037075072903168
2018年7月,100.8,南宁,2,2,2018-07-01,0.008000000000000007,2.00302367050459
2018年6月,102.0,南宁,2,2,2018-06-01,0.020000000000000018,1.9871266572466169
2018年5月,100.3,南宁,2,2,2018-05-01,0.0029999999999998916,1.9481633894574675
2018年4月,100.2,南宁,2,2,2018-04-01,0.0020000000000000018,1.9423363803165181
2018年3月,100.5,南宁,2,2,2018-03-01,0.004999999999999893,1.9384594613937307
2018年2月,100.3,南宁,2,2,2018-02-01,0.0029999999999998916,1.928815384471374
2018年1月,100.1,南宁,2,2,2018-01-01,0.0009999999999998899,1.9230462457341717
2017年12月,100.4,南宁,2,2,2017-12-01,0.0040000000000000036,1.9211251206135584
2017年11月,100.5,南宁,2,2,2017-11-01,0.004999999999999893,1.913471235670875
2017年10月,100.3,南宁,2,2,2017-10-01,0.0029999999999998916,1.9039514782794777
2017年9月,100.2,南宁,2,2,2017-09-01,0.0020000000000000018,1.898256708155013
2017年8月,100.6,南宁,2,2,2017-08-01,0.006000000000000005,1.8944677726097934
2017年7月,101.3,南宁,2,2,2017-07-01,0.0129999999999999,1.8831687600494964
2017年6月,101.0,南宁,2,2,2017-06-01,0.010000000000000009,1.8590017374624843
2017年5月,101.2,南宁,2,2,2017-05-01,0.01200000000000001,1.840595779665826
2017年4月,101.1,南宁,2,2,2017-04-01,0.010999999999999899,1.8187705332666266
2017年3月,101.2,南宁,2,2,2017-03-01,0.01200000000000001,1.798981734190531
2017年2月,100.4,南宁,2,2,2017-02-01,0.0040000000000000036,1.7776499349708803
2017年1月,100.7,南宁,2,2,2017-01-01,0.007000000000000117,1.7705676643136259
2016年12月,100.8,南宁,2,2,2016-12-01,0.008000000000000007,1.7582598453958547
2016年11月,100.0,南宁,2,2,2016-11-01,0.0,1.7443054021784272
2016年10月,101.5,南宁,2,2,2016-10-01,0.014999999999999902,1.7443054021784272
2016年9月,102.2,南宁,2,2,2016-09-01,0.02200000000000002,1.718527489830963
2016年8月,101.0,南宁,2,2,2016-08-01,0.010000000000000009,1.6815337473884178
2016年7月,100.7,南宁,2,2,2016-07-01,0.007000000000000117,1.664884898404374
2016年6月,100.6,南宁,2,2,2016-06-01,0.006000000000000005,1.6533117163896462
2016年5月,100.8,南宁,2,2,2016-05-01,0.008000000000000007,1.6434510103276803
2016年4月,101.3,南宁,2,2,2016-04-01,0.0129999999999999,1.6304077483409527
2016年3月,100.8,南宁,2,2,2016-03-01,0.008000000000000007,1.6094844504846524
2016年2月,100.4,南宁,2,2,2016-02-01,0.0040000000000000036,1.5967107643696947
2016年1月,100.7,南宁,2,2,2016-01-01,0.007000000000000117,1.5903493669020863
2015年12月,100.3,南宁,2,2,2015-12-01,0.0029999999999998916,1.5792943067548024
2015年11月,100.4,南宁,2,2,2015-11-01,0.0040000000000000036,1.574570594969893
2015年10月,100.5,南宁,2,2,2015-10-01,0.004999999999999893,1.568297405348499
2015年9月,100.1,南宁,2,2,2015-09-01,0.0009999999999998899,1.560494930695024
2015年8月,100.4,南宁,2,2,2015-08-01,0.0040000000000000036,1.5589359947003238
2015年7月,100.0,南宁,2,2,2015-07-01,0.0,1.5527250943230317
2015年6月,100.4,南宁,2,2,2015-06-01,0.0040000000000000036,1.5527250943230317
2015年5月,100.0,南宁,2,2,2015-05-01,0.0,1.5465389385687567
2015年4月,100.3,南宁,2,2,2015-04-01,0.0029999999999998916,1.5465389385687567
2015年3月,100.2,南宁,2,2,2015-03-01,0.0020000000000000018,1.5419131989718413
2015年2月,99.5,南宁,2,2,2015-02-01,-0.0050000000000000044,1.5388355279160093
2015年1月,99.6,南宁,2,2,2015-01-01,-0.0040000000000000036,1.5465683697648336
2014年12月,99.4,南宁,2,2,2014-12-01,-0.005999999999999894,1.5527794877156964
2014年11月,99.7,南宁,2,2,2014-11-01,-0.0030000000000000027,1.562152402128467
2014年10月,99.5,南宁,2,2,2014-10-01,-0.0050000000000000044,1.5668529610115014
2014年9月,98.6,南宁,2,2,2014-09-01,-0.014000000000000012,1.5747265939814084
2014年8月,98.8,南宁,2,2,2014-08-01,-0.01200000000000001,1.5970857951129902
2014年7月,98.7,南宁,2,2,2014-07-01,-0.013000000000000012,1.6164835982925003
2014年6月,99.3,南宁,2,2,2014-06-01,-0.007000000000000006,1.637774668989362
2014年5月,100.1,南宁,2,2,2014-05-01,0.0009999999999998899,1.6493199083477965
2014年4月,100.1,南宁,2,2,2014-04-01,0.0009999999999998899,1.6476722361116851
2014年3月,100.3,南宁,2,2,2014-03-01,0.0029999999999998916,1.6460262099017835
2014年2月,100.4,南宁,2,2,2014-02-01,0.0040000000000000036,1.641102901198189
2014年1月,100.5,南宁,2,2,2014-01-01,0.004999999999999893,1.6345646426276783
2013年12月,100.5,南宁,2,2,2013-12-01,0.004999999999999893,1.6264324802265457
2013年11月,100.2,南宁,2,2,2013-11-01,0.0020000000000000018,1.6183407763448219
2013年10月,100.9,南宁,2,2,2013-10-01,0.009000000000000119,1.6151105552343532
2013年9月,100.5,南宁,2,2,2013-09-01,0.004999999999999893,1.6007042172788435
2013年8月,100.8,南宁,2,2,2013-08-01,0.008000000000000007,1.592740514705317
2013年7月,101.2,南宁,2,2,2013-07-01,0.01200000000000001,1.5800997169695605
2013年6月,100.8,南宁,2,2,2013-06-01,0.008000000000000007,1.561363356689289
2013年5月,101.5,南宁,2,2,2013-05-01,0.014999999999999902,1.5489715840171518
2013年4月,100.7,南宁,2,2,2013-04-01,0.007000000000000117,1.5260803783420216
2013年3月,101.7,南宁,2,2,2013-03-01,0.017000000000000126,1.5154720738252447
2013年2月,101.3,南宁,2,2,2013-02-01,0.0129999999999999,1.49013969894321
2013年1月,99.8,南宁,2,2,2013-01-01,-0.0020000000000000018,1.471016484642853
2012年12月,99.9,南宁,2,2,2012-12-01,-0.0009999999999998899,1.4739644134697927
2012年11月,100.1,南宁,2,2,2012-11-01,0.0009999999999998899,1.4754398533231157
2012年10月,100.3,南宁,2,2,2012-10-01,0.0029999999999998916,1.4739658874356802
2012年9月,100.2,南宁,2,2,2012-09-01,0.0020000000000000018,1.4695572157883154
2012年8月,99.9,南宁,2,2,2012-08-01,-0.0009999999999998899,1.4666239678526103
2012年7月,100.2,南宁,2,2,2012-07-01,0.0020000000000000018,1.4680920599125227
2012年6月,100.1,南宁,2,2,2012-06-01,0.0009999999999998899,1.4651617364396434
2012年5月,100.0,南宁,2,2,2012-05-01,0.0,1.4636980384012424
2012年4月,100.0,南宁,2,2,2012-04-01,0.0,1.4636980384012424
2012年3月,99.7,南宁,2,2,2012-03-01,-0.0030000000000000027,1.4636980384012424
2012年2月,99.6,南宁,2,2,2012-02-01,-0.0040000000000000036,1.468102345437555
2012年1月,99.6,南宁,2,2,2012-01-01,-0.0040000000000000036,1.473998338792726
2011年12月,99.8,南宁,2,2,2011-12-01,-0.0020000000000000018,1.4799180108360703
2011年11月,100.0,南宁,2,2,2011-11-01,0.0,1.4828837783928561
2011年10月,100.0,南宁,2,2,2011-10-01,0.0,1.4828837783928561
2011年9月,99.9,南宁,2,2,2011-09-01,-0.0009999999999998899,1.4828837783928561
2011年8月,100.0,南宁,2,2,2011-08-01,0.0,1.4843681465393954
2011年7月,99.9,南宁,2,2,2011-07-01,-0.0009999999999998899,1.4843681465393954
2011年6月,99.8,南宁,2,2,2011-06-01,-0.0020000000000000018,1.4858540005399352
2011年5月,100.0,南宁,2,2,2011-05-01,0.0,1.4888316638676706
2011年4月,100.5,南宁,2,2,2011-04-01,0.004999999999999893,1.4888316638676706
2011年3月,100.8,南宁,2,2,2011-03-01,0.008000000000000007,1.4814245411618614
2011年2月,99.9,南宁,2,2,2011-02-01,-0.0009999999999998899,1.4696672035335927
2011年1月,101.3,南宁,2,2,2011-01-01,0.0129999999999999,1.471138341875468
2010年12月,100.3,南宁,2,2,2010-12-01,0.0029999999999998916,1.4522589751978956
2010年11月,100.3,南宁,2,2,2010-11-01,0.0029999999999998916,1.4479152295093676
2010年10月,100.2,南宁,2,2,2010-10-01,0.0020000000000000018,1.4435844760811243
2010年9月,100.2,南宁,2,2,2010-09-01,0.0020000000000000018,1.4407030699412418
2010年8月,99.4,南宁,2,2,2010-08-01,-0.005999999999999894,1.4378274151110197
2010年7月,99.0,南宁,2,2,2010-07-01,-0.010000000000000009,1.4465064538340238
2010年6月,100.2,南宁,2,2,2010-06-01,0.0020000000000000018,1.4611176301353777
2010年5月,100.0,南宁,2,2,2010-05-01,0.0,1.4582012276800176
2010年4月,100.5,南宁,2,2,2010-04-01,0.004999999999999893,1.4582012276800176
2010年3月,100.3,南宁,2,2,2010-03-01,0.0029999999999998916,1.4509464952039977
2010年2月,100.6,南宁,2,2,2010-02-01,0.006000000000000005,1.4466066751784625
2010年1月,100.7,南宁,2,2,2010-01-01,0.007000000000000117,1.4379788023642768
2009年12月,101.0,南宁,2,2,2009-12-01,0.010000000000000009,1.4279829219109004
2009年11月,101.0,南宁,2,2,2009-11-01,0.010000000000000009,1.4138444771395053
